SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
H,00 A 04,ALEMANIA,2020,7,METROPOLITANA DE SANTIAGO,10.0,2.0,2.0,4.0,14
H,00 A 04,ALEMANIA,2021,7,METROPOLITANA DE SANTIAGO,5.0,1.0,2.0,3.0,8
H,00 A 04,ARGENTINA,2019,9,MAULE,6.0,3.0,1.0,4.0,10
H,00 A 04,ARGENTINA,2020,2,TARAPACÁ,2.0,3.0,1.0,4.0,6
H,00 A 04,ARGENTINA,2020,7,METROPOLITANA DE SANTIAGO,76.0,72.0,1.0,73.0,149
H,00 A 04,ARGENTINA,2020,9,MAULE,3.0,5.0,1.0,6.0,9
H,00 A 04,ARGENTINA,2020,14,LOS LAGOS,8.0,7.0,1.0,8.0,16
H,00 A 04,ARGENTINA,2021,2,TARAPACÁ,1.0,1.0,1.0,2.0,3
H,00 A 04,ARGENTINA,2021,3,ANTOFAGASTA,3.0,2.0,2.0,4.0,7
H,00 A 04,ARGENTINA,2021,7,METROPOLITANA DE SANTIAGO,26.0,54.0,3.0,57.0,83
H,00 A 04,ARGENTINA,2021,9,MAULE,1.0,1.0,1.0,2.0,3
H,00 A 04,BOLIVIA,2018,2,TARAPACÁ,276.0,319.0,1.0,320.0,596
H,00 A 04,BOLIVIA,2018,3,ANTOFAGASTA,325.0,257.0,3.0,260.0,585
H,00 A 04,BOLIVIA,2019,3,ANTOFAGASTA,204.0,325.0,1.0,326.0,530
H,00 A 04,BOLIVIA,2020,7,METROPOLITANA DE SANTIAGO,61.0,144.0,1.0,145.0,206
H,00 A 04,BOLIVIA,2021,7,METROPOLITANA DE SANTIAGO,23.0,103.0,5.0,108.0,131
H,00 A 04,BRASIL,2021,7,METROPOLITANA DE SANTIAGO,15.0,27.0,1.0,28.0,43
H,00 A 04,COLOMBIA,2018,7,METROPOLITANA DE SANTIAGO,420.0,218.0,1.0,219.0,639
H,00 A 04,COLOMBIA,2018,11,BIOBÍO,6.0,2.0,1.0,3.0,9
H,00 A 04,COLOMBIA,2019,7,METROPOLITANA DE SANTIAGO,270.0,280.0,1.0,281.0,551
H,00 A 04,COLOMBIA,2019,11,BIOBÍO,3.0,9.0,2.0,11.0,14
H,00 A 04,COLOMBIA,2020,7,METROPOLITANA DE SANTIAGO,142.0,263.0,1.0,264.0,406
H,00 A 04,COLOMBIA,2021,7,METROPOLITANA DE SANTIAGO,30.0,225.0,7.0,232.0,262
H,00 A 04,COLOMBIA,2021,9,MAULE,2.0,7.0,1.0,8.0,10
H,00 A 04,COLOMBIA,2021,14,LOS LAGOS,1.0,7.0,1.0,8.0,9
H,00 A 04,CUBA,2018,6,VALPARAÍSO,2.0,4.0,1.0,5.0,7
H,00 A 04,CUBA,2018,7,METROPOLITANA DE SANTIAGO,17.0,5.0,1.0,6.0,23
H,00 A 04,CUBA,2020,7,METROPOLITANA DE SANTIAGO,4.0,19.0,1.0,20.0,24
H,00 A 04,ESPAÑA,2020,7,METROPOLITANA DE SANTIAGO,25.0,13.0,2.0,15.0,40
H,00 A 04,ESPAÑA,2021,7,METROPOLITANA DE SANTIAGO,7.0,12.0,1.0,13.0,20
H,00 A 04,ESTADOS UNIDOS,2020,7,METROPOLITANA DE SANTIAGO,73.0,40.0,1.0,41.0,114
H,00 A 04,ESTADOS UNIDOS,2021,6,VALPARAÍSO,4.0,1.0,1.0,2.0,6
H,00 A 04,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,18.0,18.0,3.0,21.0,39
H,00 A 04,HAITÍ,2021,9,MAULE,1.0,15.0,1.0,16.0,17
H,00 A 04,OTRO PAÍS,2018,7,METROPOLITANA DE SANTIAGO,276.0,52.0,4.0,56.0,332
H,00 A 04,OTRO PAÍS,2018,12,LA ARAUCANÍA,8.0,2.0,1.0,3.0,11
H,00 A 04,OTRO PAÍS,2019,6,VALPARAÍSO,14.0,2.0,1.0,3.0,17
H,00 A 04,OTRO PAÍS,2019,7,METROPOLITANA DE SANTIAGO,185.0,56.0,4.0,60.0,245
H,00 A 04,OTRO PAÍS,2019,12,LA ARAUCANÍA,6.0,1.0,2.0,3.0,9
H,00 A 04,OTRO PAÍS,2020,6,VALPARAÍSO,9.0,1.0,2.0,3.0,12
H,00 A 04,OTRO PAÍS,2020,7,METROPOLITANA DE SANTIAGO,86.0,63.0,9.0,72.0,158
H,00 A 04,OTRO PAÍS,2021,6,VALPARAÍSO,4.0,1.0,1.0,2.0,6
H,00 A 04,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,16.0,70.0,9.0,79.0,95
H,00 A 04,PERÚ,2018,3,ANTOFAGASTA,82.0,41.0,1.0,42.0,124
H,00 A 04,PERÚ,2019,3,ANTOFAGASTA,53.0,44.0,2.0,46.0,99
H,00 A 04,PERÚ,2019,5,COQUIMBO,12.0,7.0,1.0,8.0,20
H,00 A 04,PERÚ,2020,5,COQUIMBO,4.0,5.0,1.0,6.0,10
H,00 A 04,PERÚ,2020,7,METROPOLITANA DE SANTIAGO,283.0,399.0,5.0,404.0,687
H,00 A 04,PERÚ,2021,5,COQUIMBO,1.0,8.0,1.0,9.0,10
H,00 A 04,PERÚ,2021,6,VALPARAÍSO,4.0,23.0,2.0,25.0,29
H,00 A 04,PERÚ,2021,7,METROPOLITANA DE SANTIAGO,98.0,366.0,11.0,377.0,475
H,00 A 04,PERÚ,2021,9,MAULE,1.0,10.0,1.0,11.0,12
H,00 A 04,R. DOMINICANA,2021,7,METROPOLITANA DE SANTIAGO,4.0,9.0,1.0,10.0,14
H,00 A 04,VENEZUELA,2018,3,ANTOFAGASTA,30.0,74.0,1.0,75.0,105
H,00 A 04,VENEZUELA,2018,5,COQUIMBO,10.0,89.0,1.0,90.0,100
H,00 A 04,VENEZUELA,2019,3,ANTOFAGASTA,22.0,115.0,1.0,116.0,138
H,00 A 04,VENEZUELA,2019,5,COQUIMBO,8.0,122.0,1.0,123.0,131
H,00 A 04,VENEZUELA,2019,7,METROPOLITANA DE SANTIAGO,911.0,3579.0,1.0,3580.0,4491
H,00 A 04,VENEZUELA,2019,14,LOS LAGOS,8.0,115.0,1.0,116.0,124
H,00 A 04,VENEZUELA,2020,3,ANTOFAGASTA,10.0,92.0,1.0,93.0,103
H,00 A 04,VENEZUELA,2020,5,COQUIMBO,5.0,82.0,1.0,83.0,88
H,00 A 04,VENEZUELA,2020,6,VALPARAÍSO,22.0,267.0,1.0,268.0,290
H,00 A 04,VENEZUELA,2020,7,METROPOLITANA DE SANTIAGO,432.0,2921.0,8.0,2929.0,3361
H,00 A 04,VENEZUELA,2020,9,MAULE,13.0,150.0,1.0,151.0,164
H,00 A 04,VENEZUELA,2021,3,ANTOFAGASTA,3.0,65.0,1.0,66.0,69
H,00 A 04,VENEZUELA,2021,4,ATACAMA,1.0,15.0,1.0,16.0,17
H,00 A 04,VENEZUELA,2021,6,VALPARAÍSO,1.0,156.0,7.0,163.0,164
H,00 A 04,VENEZUELA,2021,7,METROPOLITANA DE SANTIAGO,75.0,1509.0,41.0,1550.0,1625
H,00 A 04,VENEZUELA,2021,9,MAULE,2.0,85.0,11.0,96.0,98
H,00 A 04,VENEZUELA,2021,14,LOS LAGOS,1.0,60.0,14.0,74.0,75
H,05 A 09,ALEMANIA,2020,7,METROPOLITANA DE SANTIAGO,50.0,3.0,1.0,4.0,54
H,05 A 09,ALEMANIA,2021,7,METROPOLITANA DE SANTIAGO,45.0,2.0,1.0,3.0,48
H,05 A 09,ARGENTINA,2018,11,BIOBÍO,32.0,2.0,1.0,3.0,35
H,05 A 09,ARGENTINA,2020,2,TARAPACÁ,15.0,8.0,1.0,9.0,24
H,05 A 09,ARGENTINA,2020,7,METROPOLITANA DE SANTIAGO,489.0,91.0,1.0,92.0,581
H,05 A 09,ARGENTINA,2021,2,TARAPACÁ,14.0,8.0,1.0,9.0,23
H,05 A 09,ARGENTINA,2021,7,METROPOLITANA DE SANTIAGO,427.0,109.0,2.0,111.0,538
H,05 A 09,ARGENTINA,2021,9,MAULE,16.0,6.0,1.0,7.0,23
H,05 A 09,ARGENTINA,2021,14,LOS LAGOS,43.0,4.0,1.0,5.0,48
H,05 A 09,ARGENTINA,2022,2,TARAPACÁ,10.0,9.0,1.0,10.0,20
H,05 A 09,ARGENTINA,2022,5,COQUIMBO,11.0,17.0,1.0,18.0,29
H,05 A 09,ARGENTINA,2022,7,METROPOLITANA DE SANTIAGO,338.0,134.0,2.0,136.0,474
H,05 A 09,ARGENTINA,2022,14,LOS LAGOS,38.0,7.0,1.0,8.0,46
H,05 A 09,BOLIVIA,2020,3,ANTOFAGASTA,667.0,559.0,1.0,560.0,1227
H,05 A 09,BOLIVIA,2020,7,METROPOLITANA DE SANTIAGO,262.0,263.0,3.0,266.0,528
H,05 A 09,BOLIVIA,2021,3,ANTOFAGASTA,563.0,699.0,1.0,700.0,1263
H,05 A 09,BOLIVIA,2021,7,METROPOLITANA DE SANTIAGO,243.0,331.0,1.0,332.0,575
H,05 A 09,BOLIVIA,2022,1,ARICA Y PARINACOTA,105.0,187.0,1.0,188.0,293
H,05 A 09,BOLIVIA,2022,3,ANTOFAGASTA,442.0,776.0,1.0,777.0,1219
H,05 A 09,BOLIVIA,2022,7,METROPOLITANA DE SANTIAGO,205.0,379.0,1.0,380.0,585
H,05 A 09,BRASIL,2022,2,TARAPACÁ,9.0,3.0,1.0,4.0,13
H,05 A 09,COLOMBIA,2019,6,VALPARAÍSO,65.0,48.0,1.0,49.0,114
H,05 A 09,COLOMBIA,2020,6,VALPARAÍSO,60.0,50.0,1.0,51.0,111
H,05 A 09,COLOMBIA,2020,7,METROPOLITANA DE SANTIAGO,938.0,645.0,2.0,647.0,1585
H,05 A 09,COLOMBIA,2021,6,VALPARAÍSO,54.0,59.0,1.0,60.0,114
H,05 A 09,COLOMBIA,2021,7,METROPOLITANA DE SANTIAGO,814.0,768.0,7.0,775.0,1589
H,05 A 09,COLOMBIA,2022,5,COQUIMBO,40.0,75.0,1.0,76.0,116
H,05 A 09,COLOMBIA,2022,6,VALPARAÍSO,45.0,69.0,2.0,71.0,116
H,05 A 09,COLOMBIA,2022,7,METROPOLITANA DE SANTIAGO,611.0,814.0,5.0,819.0,1430
H,05 A 09,COLOMBIA,2022,11,BIOBÍO,10.0,35.0,1.0,36.0,46
H,05 A 09,CUBA,2018,6,VALPARAÍSO,5.0,3.0,2.0,5.0,10
H,05 A 09,CUBA,2018,7,METROPOLITANA DE SANTIAGO,63.0,26.0,1.0,27.0,90
H,05 A 09,CUBA,2019,6,VALPARAÍSO,6.0,5.0,1.0,6.0,12
H,05 A 09,CUBA,2019,7,METROPOLITANA DE SANTIAGO,53.0,38.0,1.0,39.0,92
H,05 A 09,CUBA,2019,11,BIOBÍO,1.0,3.0,1.0,4.0,5
H,05 A 09,CUBA,2019,12,LA ARAUCANÍA,2.0,1.0,2.0,3.0,5
H,05 A 09,CUBA,2020,7,METROPOLITANA DE SANTIAGO,52.0,54.0,1.0,55.0,107
H,05 A 09,CUBA,2020,12,LA ARAUCANÍA,2.0,2.0,1.0,3.0,5
H,05 A 09,CUBA,2021,7,METROPOLITANA DE SANTIAGO,41.0,52.0,1.0,53.0,94
H,05 A 09,CUBA,2021,12,LA ARAUCANÍA,2.0,1.0,1.0,2.0,4
H,05 A 09,ECUADOR,2018,9,MAULE,11.0,2.0,1.0,3.0,14
H,05 A 09,ECUADOR,2019,7,METROPOLITANA DE SANTIAGO,270.0,167.0,1.0,168.0,438
H,05 A 09,ECUADOR,2019,9,MAULE,7.0,4.0,1.0,5.0,12
H,05 A 09,ECUADOR,2020,7,METROPOLITANA DE SANTIAGO,240.0,181.0,1.0,182.0,422
H,05 A 09,ECUADOR,2021,7,METROPOLITANA DE SANTIAGO,223.0,220.0,1.0,221.0,444
H,05 A 09,ESPAÑA,2022,12,LA ARAUCANÍA,9.0,2.0,1.0,3.0,12
H,05 A 09,ESTADOS UNIDOS,2020,7,METROPOLITANA DE SANTIAGO,386.0,18.0,1.0,19.0,405
H,05 A 09,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,364.0,24.0,1.0,25.0,389
H,05 A 09,ESTADOS UNIDOS,2022,7,METROPOLITANA DE SANTIAGO,298.0,20.0,1.0,21.0,319
H,05 A 09,HAITÍ,2021,6,VALPARAÍSO,13.0,147.0,1.0,148.0,161
H,05 A 09,HAITÍ,2022,5,COQUIMBO,5.0,33.0,1.0,34.0,39
H,05 A 09,HAITÍ,2022,6,VALPARAÍSO,9.0,147.0,1.0,148.0,157
H,05 A 09,HAITÍ,2022,9,MAULE,4.0,82.0,1.0,83.0,87
H,05 A 09,MÉXICO,2022,6,VALPARAÍSO,6.0,1.0,1.0,2.0,8
H,05 A 09,MÉXICO,2022,7,METROPOLITANA DE SANTIAGO,62.0,14.0,1.0,15.0,77
H,05 A 09,OTRO PAÍS,2019,14,LOS LAGOS,14.0,1.0,1.0,2.0,16
H,05 A 09,OTRO PAÍS,2020,5,COQUIMBO,10.0,1.0,1.0,2.0,12
H,05 A 09,OTRO PAÍS,2020,12,LA ARAUCANÍA,12.0,3.0,1.0,4.0,16
H,05 A 09,OTRO PAÍS,2020,14,LOS LAGOS,14.0,3.0,1.0,4.0,18
H,05 A 09,OTRO PAÍS,2021,5,COQUIMBO,6.0,2.0,1.0,3.0,9
H,05 A 09,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,495.0,110.0,4.0,114.0,609
H,05 A 09,OTRO PAÍS,2021,12,LA ARAUCANÍA,11.0,3.0,1.0,4.0,15
H,05 A 09,OTRO PAÍS,2021,14,LOS LAGOS,14.0,5.0,1.0,6.0,20
H,05 A 09,OTRO PAÍS,2022,5,COQUIMBO,8.0,2.0,1.0,3.0,11
H,05 A 09,OTRO PAÍS,2022,7,METROPOLITANA DE SANTIAGO,370.0,124.0,4.0,128.0,498
H,05 A 09,OTRO PAÍS,2022,12,LA ARAUCANÍA,9.0,2.0,2.0,4.0,13
H,05 A 09,OTRO PAÍS,2022,14,LOS LAGOS,13.0,3.0,1.0,4.0,17
H,05 A 09,PERÚ,2020,1,ARICA Y PARINACOTA,132.0,99.0,1.0,100.0,232
H,05 A 09,PERÚ,2020,3,ANTOFAGASTA,156.0,79.0,1.0,80.0,236
H,05 A 09,PERÚ,2020,7,METROPOLITANA DE SANTIAGO,1965.0,840.0,4.0,844.0,2809
H,05 A 09,PERÚ,2021,1,ARICA Y PARINACOTA,114.0,134.0,1.0,135.0,249
H,05 A 09,PERÚ,2021,3,ANTOFAGASTA,141.0,88.0,1.0,89.0,230
H,05 A 09,PERÚ,2021,4,ATACAMA,20.0,14.0,1.0,15.0,35
H,05 A 09,PERÚ,2021,7,METROPOLITANA DE SANTIAGO,1677.0,1026.0,2.0,1028.0,2705
H,05 A 09,PERÚ,2022,3,ANTOFAGASTA,117.0,108.0,1.0,109.0,226
H,05 A 09,PERÚ,2022,7,METROPOLITANA DE SANTIAGO,1327.0,1076.0,4.0,1080.0,2407
H,05 A 09,VENEZUELA,2018,14,LOS LAGOS,13.0,98.0,1.0,99.0,112
H,05 A 09,VENEZUELA,2019,14,LOS LAGOS,16.0,190.0,2.0,192.0,208
H,05 A 09,VENEZUELA,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,5.0,52.0,1.0,53.0,58
H,05 A 09,VENEZUELA,2020,6,VALPARAÍSO,119.0,762.0,2.0,764.0,883
H,05 A 09,VENEZUELA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,85.0,370.0,1.0,371.0,456
H,05 A 09,VENEZUELA,2020,9,MAULE,85.0,374.0,1.0,375.0,460
H,05 A 09,VENEZUELA,2020,14,LOS LAGOS,19.0,269.0,1.0,270.0,289
H,05 A 09,VENEZUELA,2021,5,COQUIMBO,19.0,251.0,1.0,252.0,271
H,05 A 09,VENEZUELA,2021,6,VALPARAÍSO,121.0,889.0,16.0,905.0,1026
H,05 A 09,VENEZUELA,2021,7,METROPOLITANA DE SANTIAGO,1950.0,7768.0,2.0,7770.0,9720
H,05 A 09,VENEZUELA,2021,9,MAULE,78.0,437.0,10.0,447.0,525
H,05 A 09,VENEZUELA,2021,11,BIOBÍO,54.0,569.0,1.0,570.0,624
H,05 A 09,VENEZUELA,2021,14,LOS LAGOS,19.0,335.0,1.0,336.0,355
H,05 A 09,VENEZUELA,2022,3,ANTOFAGASTA,41.0,299.0,1.0,300.0,341
H,05 A 09,VENEZUELA,2022,5,COQUIMBO,16.0,280.0,1.0,281.0,297
H,05 A 09,VENEZUELA,2022,6,VALPARAÍSO,87.0,964.0,11.0,975.0,1062
H,05 A 09,VENEZUELA,2022,7,METROPOLITANA DE SANTIAGO,1706.0,7816.0,1.0,7817.0,9523
H,05 A 09,VENEZUELA,2022,9,MAULE,63.0,462.0,8.0,470.0,533
H,05 A 09,VENEZUELA,2022,14,LOS LAGOS,17.0,394.0,1.0,395.0,412
H,10 A 14,ARGENTINA,2019,14,LOS LAGOS,53.0,4.0,1.0,5.0,58
H,10 A 14,ARGENTINA,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,20.0,1.0,1.0,2.0,22
H,10 A 14,ARGENTINA,2021,11,BIOBÍO,37.0,2.0,1.0,3.0,40
H,10 A 14,BOLIVIA,2020,7,METROPOLITANA DE SANTIAGO,299.0,198.0,1.0,199.0,498
H,10 A 14,BOLIVIA,2022,7,METROPOLITANA DE SANTIAGO,309.0,363.0,2.0,365.0,674
H,10 A 14,BRASIL,2020,7,METROPOLITANA DE SANTIAGO,179.0,36.0,1.0,37.0,216
H,10 A 14,BRASIL,2021,7,METROPOLITANA DE SANTIAGO,187.0,55.0,1.0,56.0,243
H,10 A 14,BRASIL,2022,2,TARAPACÁ,6.0,2.0,1.0,3.0,9
H,10 A 14,BRASIL,2022,7,METROPOLITANA DE SANTIAGO,201.0,65.0,2.0,67.0,268
H,10 A 14,COLOMBIA,2019,6,VALPARAÍSO,86.0,64.0,1.0,65.0,151
H,10 A 14,COLOMBIA,2020,1,ARICA Y PARINACOTA,15.0,11.0,1.0,12.0,27
H,10 A 14,COLOMBIA,2020,6,VALPARAÍSO,87.0,69.0,1.0,70.0,157
H,10 A 14,COLOMBIA,2020,7,METROPOLITANA DE SANTIAGO,1309.0,798.0,4.0,802.0,2111
H,10 A 14,COLOMBIA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,53.0,38.0,1.0,39.0,92
H,10 A 14,COLOMBIA,2021,7,METROPOLITANA DE SANTIAGO,1251.0,945.0,5.0,950.0,2201
H,10 A 14,COLOMBIA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,54.0,54.0,1.0,55.0,109
H,10 A 14,COLOMBIA,2022,7,METROPOLITANA DE SANTIAGO,1234.0,1105.0,4.0,1109.0,2343
H,10 A 14,COLOMBIA,2022,12,LA ARAUCANÍA,19.0,26.0,1.0,27.0,46
H,10 A 14,CUBA,2018,7,METROPOLITANA DE SANTIAGO,47.0,13.0,2.0,15.0,62
H,10 A 14,CUBA,2019,7,METROPOLITANA DE SANTIAGO,48.0,33.0,3.0,36.0,84
H,10 A 14,CUBA,2020,7,METROPOLITANA DE SANTIAGO,48.0,39.0,3.0,42.0,90
H,10 A 14,CUBA,2021,7,METROPOLITANA DE SANTIAGO,52.0,50.0,3.0,53.0,105
H,10 A 14,CUBA,2022,7,METROPOLITANA DE SANTIAGO,56.0,50.0,2.0,52.0,108
H,10 A 14,ECUADOR,2020,7,METROPOLITANA DE SANTIAGO,331.0,218.0,1.0,219.0,550
H,10 A 14,ESTADOS UNIDOS,2020,7,METROPOLITANA DE SANTIAGO,476.0,15.0,3.0,18.0,494
H,10 A 14,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,459.0,13.0,2.0,15.0,474
H,10 A 14,ITALIA,2020,7,METROPOLITANA DE SANTIAGO,47.0,2.0,1.0,3.0,50
H,10 A 14,ITALIA,2021,7,METROPOLITANA DE SANTIAGO,62.0,2.0,1.0,3.0,65
H,10 A 14,ITALIA,2022,7,METROPOLITANA DE SANTIAGO,70.0,2.0,1.0,3.0,73
H,10 A 14,MÉXICO,2021,7,METROPOLITANA DE SANTIAGO,131.0,11.0,1.0,12.0,143
H,10 A 14,MÉXICO,2022,7,METROPOLITANA DE SANTIAGO,121.0,13.0,1.0,14.0,135
H,10 A 14,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,560.0,69.0,1.0,70.0,630
H,10 A 14,PERÚ,2020,1,ARICA Y PARINACOTA,151.0,64.0,1.0,65.0,216
H,10 A 14,PERÚ,2020,7,METROPOLITANA DE SANTIAGO,2665.0,741.0,7.0,748.0,3413
H,10 A 14,PERÚ,2021,4,ATACAMA,29.0,11.0,1.0,12.0,41
H,10 A 14,PERÚ,2021,7,METROPOLITANA DE SANTIAGO,2551.0,892.0,3.0,895.0,3446
H,10 A 14,PERÚ,2022,7,METROPOLITANA DE SANTIAGO,2441.0,1071.0,1.0,1072.0,3513
H,10 A 14,R. DOMINICANA,2019,7,METROPOLITANA DE SANTIAGO,254.0,77.0,1.0,78.0,332
H,10 A 14,VENEZUELA,2020,7,METROPOLITANA DE SANTIAGO,1394.0,5543.0,2.0,5545.0,6939
H,10 A 14,VENEZUELA,2021,6,VALPARAÍSO,88.0,720.0,11.0,731.0,819
H,10 A 14,VENEZUELA,2021,7,METROPOLITANA DE SANTIAGO,1565.0,6256.0,1.0,6257.0,7822
H,10 A 14,VENEZUELA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,55.0,383.0,1.0,384.0,439
H,10 A 14,VENEZUELA,2021,9,MAULE,77.0,358.0,8.0,366.0,443
H,10 A 14,VENEZUELA,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,67.0,2.0,69.0,72
H,10 A 14,VENEZUELA,2022,6,VALPARAÍSO,111.0,939.0,9.0,948.0,1059
H,10 A 14,VENEZUELA,2022,7,METROPOLITANA DE SANTIAGO,1618.0,7128.0,2.0,7130.0,8748
H,10 A 14,VENEZUELA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,62.0,449.0,1.0,450.0,512
H,10 A 14,VENEZUELA,2022,9,MAULE,74.0,437.0,4.0,441.0,515
H,10 A 14,VENEZUELA,2022,14,LOS LAGOS,10.0,305.0,2.0,307.0,317
H,10 A 14,VENEZUELA,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,4.0,81.0,1.0,82.0,86
H,15 A 19,ALEMANIA,2020,7,METROPOLITANA DE SANTIAGO,66.0,1.0,1.0,2.0,68
H,15 A 19,ARGENTINA,2018,5,COQUIMBO,47.0,4.0,1.0,5.0,52
H,15 A 19,ARGENTINA,2018,6,VALPARAÍSO,191.0,13.0,1.0,14.0,205
H,15 A 19,ARGENTINA,2018,7,METROPOLITANA DE SANTIAGO,811.0,32.0,1.0,33.0,844
H,15 A 19,ARGENTINA,2019,7,METROPOLITANA DE SANTIAGO,715.0,49.0,1.0,50.0,765
H,15 A 19,ARGENTINA,2019,11,BIOBÍO,68.0,4.0,1.0,5.0,73
H,15 A 19,ARGENTINA,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,16.0,1.0,1.0,2.0,18
H,15 A 19,ARGENTINA,2020,7,METROPOLITANA DE SANTIAGO,665.0,46.0,1.0,47.0,712
H,15 A 19,ARGENTINA,2020,12,LA ARAUCANÍA,101.0,4.0,1.0,5.0,106
H,15 A 19,ARGENTINA,2021,7,METROPOLITANA DE SANTIAGO,604.0,42.0,1.0,43.0,647
H,15 A 19,ARGENTINA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,39.0,5.0,1.0,6.0,45
H,15 A 19,ARGENTINA,2021,13,LOS RÍOS,28.0,1.0,1.0,2.0,30
H,15 A 19,ARGENTINA,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,11.0,2.0,1.0,3.0,14
H,15 A 19,ARGENTINA,2022,7,METROPOLITANA DE SANTIAGO,559.0,61.0,2.0,63.0,622
H,15 A 19,ARGENTINA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,36.0,5.0,1.0,6.0,42
H,15 A 19,ARGENTINA,2022,13,LOS RÍOS,25.0,1.0,1.0,2.0,27
H,15 A 19,ARGENTINA,2022,14,LOS LAGOS,53.0,4.0,1.0,5.0,58
H,15 A 19,ARGENTINA,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,16.0,1.0,1.0,2.0,18
H,15 A 19,BOLIVIA,2018,3,ANTOFAGASTA,777.0,307.0,4.0,311.0,1088
H,15 A 19,BOLIVIA,2018,4,ATACAMA,91.0,117.0,2.0,119.0,210
H,15 A 19,BOLIVIA,2018,5,COQUIMBO,25.0,26.0,1.0,27.0,52
H,15 A 19,BOLIVIA,2018,6,VALPARAÍSO,55.0,41.0,1.0,42.0,97
H,15 A 19,BOLIVIA,2018,7,METROPOLITANA DE SANTIAGO,367.0,177.0,2.0,179.0,546
H,15 A 19,BOLIVIA,2019,3,ANTOFAGASTA,767.0,376.0,2.0,378.0,1145
H,15 A 19,BOLIVIA,2019,4,ATACAMA,83.0,87.0,1.0,88.0,171
H,15 A 19,BOLIVIA,2019,7,METROPOLITANA DE SANTIAGO,309.0,183.0,1.0,184.0,493
H,15 A 19,BOLIVIA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,13.0,28.0,1.0,29.0,42
H,15 A 19,BOLIVIA,2020,2,TARAPACÁ,574.0,298.0,2.0,300.0,874
H,15 A 19,BOLIVIA,2020,3,ANTOFAGASTA,748.0,412.0,3.0,415.0,1163
H,15 A 19,BOLIVIA,2020,4,ATACAMA,97.0,81.0,1.0,82.0,179
H,15 A 19,BOLIVIA,2020,7,METROPOLITANA DE SANTIAGO,304.0,189.0,12.0,201.0,505
H,15 A 19,BOLIVIA,2021,3,ANTOFAGASTA,739.0,508.0,2.0,510.0,1249
H,15 A 19,BOLIVIA,2021,4,ATACAMA,94.0,69.0,2.0,71.0,165
H,15 A 19,BOLIVIA,2021,5,COQUIMBO,23.0,20.0,5.0,25.0,48
H,15 A 19,BOLIVIA,2021,6,VALPARAÍSO,30.0,32.0,3.0,35.0,65
H,15 A 19,BOLIVIA,2021,7,METROPOLITANA DE SANTIAGO,294.0,212.0,7.0,219.0,513
H,15 A 19,BOLIVIA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,12.0,21.0,2.0,23.0,35
H,15 A 19,BOLIVIA,2021,14,LOS LAGOS,2.0,2.0,1.0,3.0,5
H,15 A 19,BOLIVIA,2022,3,ANTOFAGASTA,764.0,634.0,1.0,635.0,1399
H,15 A 19,BOLIVIA,2022,7,METROPOLITANA DE SANTIAGO,291.0,276.0,3.0,279.0,570
H,15 A 19,BRASIL,2018,7,METROPOLITANA DE SANTIAGO,230.0,17.0,1.0,18.0,248
H,15 A 19,BRASIL,2020,3,ANTOFAGASTA,15.0,3.0,1.0,4.0,19
H,15 A 19,BRASIL,2020,7,METROPOLITANA DE SANTIAGO,220.0,26.0,2.0,28.0,248
H,15 A 19,BRASIL,2021,7,METROPOLITANA DE SANTIAGO,212.0,30.0,2.0,32.0,244
H,15 A 19,BRASIL,2022,9,MAULE,6.0,1.0,2.0,3.0,9
H,15 A 19,BRASIL,2022,11,BIOBÍO,10.0,7.0,1.0,8.0,18
H,15 A 19,CHINA,2018,7,METROPOLITANA DE SANTIAGO,84.0,17.0,4.0,21.0,105
H,15 A 19,CHINA,2022,7,METROPOLITANA DE SANTIAGO,61.0,35.0,1.0,36.0,97
