SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
M,25 A 29,CUBA,2018,7,METROPOLITANA DE SANTIAGO,244.0,240.0,12.0,252.0,496
M,25 A 29,CUBA,2018,13,LOS RÍOS,5.0,4.0,1.0,5.0,10
M,25 A 29,CUBA,2019,2,TARAPACÁ,17.0,127.0,2.0,129.0,146
M,25 A 29,CUBA,2019,3,ANTOFAGASTA,4.0,11.0,1.0,12.0,16
M,25 A 29,CUBA,2019,5,COQUIMBO,9.0,9.0,5.0,14.0,23
M,25 A 29,CUBA,2019,6,VALPARAÍSO,22.0,47.0,9.0,56.0,78
M,25 A 29,CUBA,2019,7,METROPOLITANA DE SANTIAGO,206.0,264.0,19.0,283.0,489
M,25 A 29,CUBA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,4.0,37.0,3.0,40.0,44
M,25 A 29,CUBA,2019,9,MAULE,6.0,21.0,5.0,26.0,32
M,25 A 29,CUBA,2019,10,ÑUBLE,2.0,12.0,1.0,13.0,15
M,25 A 29,CUBA,2019,11,BIOBÍO,14.0,18.0,3.0,21.0,35
M,25 A 29,CUBA,2019,14,LOS LAGOS,5.0,11.0,4.0,15.0,20
M,25 A 29,CUBA,2020,1,ARICA Y PARINACOTA,1.0,41.0,3.0,44.0,45
M,25 A 29,CUBA,2020,2,TARAPACÁ,15.0,130.0,2.0,132.0,147
M,25 A 29,CUBA,2020,3,ANTOFAGASTA,2.0,20.0,1.0,21.0,23
M,25 A 29,CUBA,2020,5,COQUIMBO,5.0,11.0,4.0,15.0,20
M,25 A 29,CUBA,2020,6,VALPARAÍSO,17.0,49.0,10.0,59.0,76
M,25 A 29,CUBA,2020,7,METROPOLITANA DE SANTIAGO,175.0,302.0,10.0,312.0,487
M,25 A 29,CUBA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,2.0,49.0,4.0,53.0,55
M,25 A 29,CUBA,2020,9,MAULE,5.0,26.0,8.0,34.0,39
M,25 A 29,CUBA,2020,10,ÑUBLE,1.0,12.0,2.0,14.0,15
M,25 A 29,CUBA,2020,11,BIOBÍO,9.0,15.0,3.0,18.0,27
M,25 A 29,CUBA,2020,14,LOS LAGOS,5.0,16.0,4.0,20.0,25
M,25 A 29,CUBA,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,1.0,2.0,1.0,3.0,4
M,25 A 29,CUBA,2021,2,TARAPACÁ,13.0,102.0,3.0,105.0,118
M,25 A 29,CUBA,2021,3,ANTOFAGASTA,5.0,25.0,2.0,27.0,32
M,25 A 29,CUBA,2021,5,COQUIMBO,4.0,8.0,1.0,9.0,13
M,25 A 29,CUBA,2021,6,VALPARAÍSO,15.0,48.0,8.0,56.0,71
M,25 A 29,CUBA,2021,7,METROPOLITANA DE SANTIAGO,147.0,290.0,14.0,304.0,451
M,25 A 29,CUBA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,2.0,44.0,1.0,45.0,47
M,25 A 29,CUBA,2021,9,MAULE,4.0,26.0,6.0,32.0,36
M,25 A 29,CUBA,2021,10,ÑUBLE,1.0,6.0,1.0,7.0,8
M,25 A 29,CUBA,2021,11,BIOBÍO,3.0,19.0,1.0,20.0,23
M,25 A 29,CUBA,2021,14,LOS LAGOS,2.0,14.0,2.0,16.0,18
M,25 A 29,CUBA,2022,2,TARAPACÁ,11.0,85.0,2.0,87.0,98
M,25 A 29,CUBA,2022,3,ANTOFAGASTA,6.0,19.0,3.0,22.0,28
M,25 A 29,CUBA,2022,5,COQUIMBO,4.0,7.0,2.0,9.0,13
M,25 A 29,CUBA,2022,6,VALPARAÍSO,12.0,42.0,6.0,48.0,60
M,25 A 29,CUBA,2022,7,METROPOLITANA DE SANTIAGO,116.0,254.0,10.0,264.0,380
M,25 A 29,CUBA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,2.0,41.0,2.0,43.0,45
M,25 A 29,CUBA,2022,9,MAULE,1.0,31.0,4.0,35.0,36
M,25 A 29,CUBA,2022,10,ÑUBLE,1.0,3.0,1.0,4.0,5
M,25 A 29,ECUADOR,2018,2,TARAPACÁ,86.0,27.0,1.0,28.0,114
M,25 A 29,ECUADOR,2018,5,COQUIMBO,42.0,14.0,1.0,15.0,57
M,25 A 29,ECUADOR,2018,7,METROPOLITANA DE SANTIAGO,1256.0,330.0,7.0,337.0,1593
M,25 A 29,ECUADOR,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,65.0,22.0,1.0,23.0,88
M,25 A 29,ECUADOR,2019,2,TARAPACÁ,90.0,28.0,3.0,31.0,121
M,25 A 29,ECUADOR,2019,5,COQUIMBO,43.0,16.0,2.0,18.0,61
M,25 A 29,ECUADOR,2019,7,METROPOLITANA DE SANTIAGO,1196.0,438.0,11.0,449.0,1645
M,25 A 29,ECUADOR,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,63.0,36.0,1.0,37.0,100
M,25 A 29,ECUADOR,2019,11,BIOBÍO,72.0,26.0,2.0,28.0,100
M,25 A 29,ECUADOR,2019,13,LOS RÍOS,7.0,4.0,1.0,5.0,12
M,25 A 29,ECUADOR,2019,14,LOS LAGOS,27.0,12.0,1.0,13.0,40
M,25 A 29,ECUADOR,2020,2,TARAPACÁ,86.0,23.0,2.0,25.0,111
M,25 A 29,ECUADOR,2020,3,ANTOFAGASTA,107.0,43.0,1.0,44.0,151
M,25 A 29,ECUADOR,2020,4,ATACAMA,32.0,21.0,1.0,22.0,54
M,25 A 29,ECUADOR,2020,5,COQUIMBO,43.0,24.0,3.0,27.0,70
M,25 A 29,ECUADOR,2020,6,VALPARAÍSO,108.0,52.0,3.0,55.0,163
M,25 A 29,ECUADOR,2020,7,METROPOLITANA DE SANTIAGO,1150.0,527.0,14.0,541.0,1691
M,25 A 29,ECUADOR,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,58.0,37.0,2.0,39.0,97
M,25 A 29,ECUADOR,2020,10,ÑUBLE,20.0,5.0,1.0,6.0,26
M,25 A 29,ECUADOR,2020,11,BIOBÍO,68.0,31.0,1.0,32.0,100
M,25 A 29,ECUADOR,2020,13,LOS RÍOS,6.0,5.0,1.0,6.0,12
M,25 A 29,ECUADOR,2020,14,LOS LAGOS,31.0,12.0,1.0,13.0,44
M,25 A 29,ECUADOR,2021,2,TARAPACÁ,81.0,36.0,1.0,37.0,118
M,25 A 29,ECUADOR,2021,3,ANTOFAGASTA,109.0,47.0,2.0,49.0,158
M,25 A 29,ECUADOR,2021,5,COQUIMBO,41.0,33.0,1.0,34.0,75
M,25 A 29,ECUADOR,2021,6,VALPARAÍSO,92.0,54.0,3.0,57.0,149
M,25 A 29,ECUADOR,2021,7,METROPOLITANA DE SANTIAGO,1089.0,613.0,18.0,631.0,1720
M,25 A 29,ECUADOR,2021,11,BIOBÍO,67.0,28.0,2.0,30.0,97
M,25 A 29,ECUADOR,2021,13,LOS RÍOS,5.0,4.0,1.0,5.0,10
M,25 A 29,ECUADOR,2021,14,LOS LAGOS,26.0,17.0,1.0,18.0,44
M,25 A 29,ECUADOR,2022,1,ARICA Y PARINACOTA,22.0,15.0,1.0,16.0,38
M,25 A 29,ECUADOR,2022,2,TARAPACÁ,80.0,40.0,1.0,41.0,121
M,25 A 29,ECUADOR,2022,3,ANTOFAGASTA,115.0,49.0,2.0,51.0,166
M,25 A 29,ECUADOR,2022,5,COQUIMBO,48.0,31.0,2.0,33.0,81
M,25 A 29,ECUADOR,2022,6,VALPARAÍSO,84.0,68.0,1.0,69.0,153
M,25 A 29,ECUADOR,2022,7,METROPOLITANA DE SANTIAGO,1031.0,664.0,16.0,680.0,1711
M,25 A 29,ECUADOR,2022,11,BIOBÍO,69.0,32.0,1.0,33.0,102
M,25 A 29,ECUADOR,2022,13,LOS RÍOS,5.0,5.0,1.0,6.0,11
M,25 A 29,ECUADOR,2022,14,LOS LAGOS,31.0,19.0,2.0,21.0,52
M,25 A 29,ESPAÑA,2018,6,VALPARAÍSO,62.0,5.0,1.0,6.0,68
M,25 A 29,ESPAÑA,2019,7,METROPOLITANA DE SANTIAGO,340.0,48.0,2.0,50.0,390
M,25 A 29,ESPAÑA,2019,9,MAULE,11.0,3.0,1.0,4.0,15
M,25 A 29,ESPAÑA,2020,6,VALPARAÍSO,59.0,21.0,1.0,22.0,81
M,25 A 29,ESPAÑA,2020,7,METROPOLITANA DE SANTIAGO,289.0,88.0,11.0,99.0,388
M,25 A 29,ESPAÑA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,2.0,5.0,1.0,6.0,8
M,25 A 29,ESPAÑA,2020,9,MAULE,14.0,8.0,1.0,9.0,23
M,25 A 29,ESPAÑA,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,1.0,1.0,2.0,3
M,25 A 29,ESPAÑA,2021,6,VALPARAÍSO,69.0,25.0,1.0,26.0,95
M,25 A 29,ESPAÑA,2021,7,METROPOLITANA DE SANTIAGO,247.0,86.0,8.0,94.0,341
M,25 A 29,ESPAÑA,2021,9,MAULE,19.0,11.0,1.0,12.0,31
M,25 A 29,ESPAÑA,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,3.0,1.0,4.0,5
M,25 A 29,ESPAÑA,2022,5,COQUIMBO,6.0,5.0,1.0,6.0,12
M,25 A 29,ESPAÑA,2022,6,VALPARAÍSO,63.0,39.0,1.0,40.0,103
M,25 A 29,ESPAÑA,2022,7,METROPOLITANA DE SANTIAGO,218.0,96.0,7.0,103.0,321
M,25 A 29,ESPAÑA,2022,9,MAULE,18.0,12.0,2.0,14.0,32
M,25 A 29,ESTADOS UNIDOS,2018,6,VALPARAÍSO,80.0,8.0,1.0,9.0,89
M,25 A 29,ESTADOS UNIDOS,2018,7,METROPOLITANA DE SANTIAGO,467.0,28.0,7.0,35.0,502
M,25 A 29,ESTADOS UNIDOS,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,19.0,2.0,1.0,3.0,22
M,25 A 29,ESTADOS UNIDOS,2018,12,LA ARAUCANÍA,10.0,2.0,1.0,3.0,13
M,25 A 29,ESTADOS UNIDOS,2019,6,VALPARAÍSO,86.0,9.0,3.0,12.0,98
M,25 A 29,ESTADOS UNIDOS,2019,7,METROPOLITANA DE SANTIAGO,466.0,34.0,7.0,41.0,507
M,25 A 29,ESTADOS UNIDOS,2019,12,LA ARAUCANÍA,10.0,1.0,1.0,2.0,12
M,25 A 29,ESTADOS UNIDOS,2019,13,LOS RÍOS,8.0,2.0,1.0,3.0,11
M,25 A 29,ESTADOS UNIDOS,2020,6,VALPARAÍSO,88.0,10.0,3.0,13.0,101
M,25 A 29,ESTADOS UNIDOS,2020,7,METROPOLITANA DE SANTIAGO,463.0,46.0,10.0,56.0,519
M,25 A 29,ESTADOS UNIDOS,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,14.0,1.0,2.0,3.0,17
M,25 A 29,ESTADOS UNIDOS,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,4.0,2.0,1.0,3.0,7
M,25 A 29,ESTADOS UNIDOS,2021,5,COQUIMBO,8.0,1.0,1.0,2.0,10
M,25 A 29,ESTADOS UNIDOS,2021,6,VALPARAÍSO,110.0,20.0,5.0,25.0,135
M,25 A 29,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,461.0,58.0,14.0,72.0,533
M,25 A 29,ESTADOS UNIDOS,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,13.0,1.0,1.0,2.0,15
M,25 A 29,ESTADOS UNIDOS,2022,6,VALPARAÍSO,156.0,35.0,6.0,41.0,197
M,25 A 29,ESTADOS UNIDOS,2022,7,METROPOLITANA DE SANTIAGO,483.0,86.0,7.0,93.0,576
M,25 A 29,ESTADOS UNIDOS,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,19.0,1.0,1.0,2.0,21
M,25 A 29,ESTADOS UNIDOS,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,6.0,2.0,1.0,3.0,9
M,25 A 29,FRANCIA,2018,7,METROPOLITANA DE SANTIAGO,287.0,12.0,2.0,14.0,301
M,25 A 29,FRANCIA,2018,9,MAULE,6.0,4.0,1.0,5.0,11
M,25 A 29,FRANCIA,2018,12,LA ARAUCANÍA,10.0,3.0,1.0,4.0,14
M,25 A 29,FRANCIA,2019,7,METROPOLITANA DE SANTIAGO,290.0,25.0,2.0,27.0,317
M,25 A 29,FRANCIA,2020,7,METROPOLITANA DE SANTIAGO,281.0,60.0,14.0,74.0,355
M,25 A 29,FRANCIA,2021,5,COQUIMBO,4.0,1.0,1.0,2.0,6
M,25 A 29,FRANCIA,2021,7,METROPOLITANA DE SANTIAGO,298.0,85.0,11.0,96.0,394
M,25 A 29,FRANCIA,2022,7,METROPOLITANA DE SANTIAGO,274.0,77.0,9.0,86.0,360
M,25 A 29,HAITÍ,2018,5,COQUIMBO,68.0,408.0,1.0,409.0,477
M,25 A 29,HAITÍ,2018,6,VALPARAÍSO,278.0,1361.0,1.0,1362.0,1640
M,25 A 29,HAITÍ,2018,7,METROPOLITANA DE SANTIAGO,5412.0,6171.0,2.0,6173.0,11585
M,25 A 29,HAITÍ,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,134.0,1020.0,2.0,1022.0,1156
M,25 A 29,HAITÍ,2018,9,MAULE,116.0,1212.0,2.0,1214.0,1330
M,25 A 29,HAITÍ,2018,10,ÑUBLE,37.0,284.0,3.0,287.0,324
M,25 A 29,HAITÍ,2018,11,BIOBÍO,13.0,237.0,2.0,239.0,252
M,25 A 29,HAITÍ,2019,6,VALPARAÍSO,282.0,1416.0,7.0,1423.0,1705
M,25 A 29,HAITÍ,2019,7,METROPOLITANA DE SANTIAGO,5092.0,6279.0,8.0,6287.0,11379
M,25 A 29,HAITÍ,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,130.0,1036.0,3.0,1039.0,1169
M,25 A 29,HAITÍ,2019,9,MAULE,116.0,1191.0,15.0,1206.0,1322
M,25 A 29,HAITÍ,2019,10,ÑUBLE,29.0,270.0,1.0,271.0,300
M,25 A 29,HAITÍ,2019,11,BIOBÍO,13.0,276.0,4.0,280.0,293
M,25 A 29,HAITÍ,2019,12,LA ARAUCANÍA,11.0,290.0,3.0,293.0,304
M,25 A 29,HAITÍ,2019,13,LOS RÍOS,2.0,139.0,3.0,142.0,144
M,25 A 29,HAITÍ,2019,14,LOS LAGOS,9.0,291.0,3.0,294.0,303
M,25 A 29,HAITÍ,2020,5,COQUIMBO,50.0,326.0,9.0,335.0,385
M,25 A 29,HAITÍ,2020,6,VALPARAÍSO,261.0,1315.0,86.0,1401.0,1662
M,25 A 29,HAITÍ,2020,7,METROPOLITANA DE SANTIAGO,4599.0,6582.0,33.0,6615.0,11214
M,25 A 29,HAITÍ,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,111.0,977.0,23.0,1000.0,1111
M,25 A 29,HAITÍ,2020,9,MAULE,108.0,1135.0,81.0,1216.0,1324
M,25 A 29,HAITÍ,2020,10,ÑUBLE,24.0,227.0,4.0,231.0,255
M,25 A 29,HAITÍ,2020,11,BIOBÍO,12.0,258.0,12.0,270.0,282
M,25 A 29,HAITÍ,2020,12,LA ARAUCANÍA,12.0,262.0,24.0,286.0,298
M,25 A 29,HAITÍ,2020,13,LOS RÍOS,3.0,129.0,14.0,143.0,146
M,25 A 29,HAITÍ,2020,14,LOS LAGOS,10.0,302.0,32.0,334.0,344
M,25 A 29,HAITÍ,2021,5,COQUIMBO,44.0,289.0,9.0,298.0,342
M,25 A 29,HAITÍ,2021,6,VALPARAÍSO,232.0,1248.0,129.0,1377.0,1609
M,25 A 29,HAITÍ,2021,7,METROPOLITANA DE SANTIAGO,3982.0,6420.0,80.0,6500.0,10482
M,25 A 29,HAITÍ,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,101.0,974.0,49.0,1023.0,1124
M,25 A 29,HAITÍ,2021,9,MAULE,94.0,1084.0,86.0,1170.0,1264
M,25 A 29,HAITÍ,2021,10,ÑUBLE,20.0,219.0,10.0,229.0,249
M,25 A 29,HAITÍ,2021,11,BIOBÍO,5.0,243.0,15.0,258.0,263
M,25 A 29,HAITÍ,2021,12,LA ARAUCANÍA,13.0,233.0,26.0,259.0,272
M,25 A 29,HAITÍ,2021,13,LOS RÍOS,3.0,104.0,19.0,123.0,126
M,25 A 29,HAITÍ,2021,14,LOS LAGOS,9.0,283.0,45.0,328.0,337
M,25 A 29,HAITÍ,2022,4,ATACAMA,2.0,17.0,1.0,18.0,20
M,25 A 29,HAITÍ,2022,5,COQUIMBO,39.0,245.0,9.0,254.0,293
M,25 A 29,HAITÍ,2022,6,VALPARAÍSO,194.0,1095.0,116.0,1211.0,1405
M,25 A 29,HAITÍ,2022,7,METROPOLITANA DE SANTIAGO,3387.0,5869.0,81.0,5950.0,9337
M,25 A 29,HAITÍ,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,80.0,889.0,36.0,925.0,1005
M,25 A 29,HAITÍ,2022,9,MAULE,87.0,921.0,77.0,998.0,1085
M,25 A 29,HAITÍ,2022,10,ÑUBLE,17.0,208.0,5.0,213.0,230
M,25 A 29,HAITÍ,2022,11,BIOBÍO,2.0,198.0,21.0,219.0,221
M,25 A 29,HAITÍ,2022,12,LA ARAUCANÍA,10.0,208.0,25.0,233.0,243
M,25 A 29,HAITÍ,2022,13,LOS RÍOS,1.0,94.0,18.0,112.0,113
M,25 A 29,HAITÍ,2022,14,LOS LAGOS,10.0,241.0,47.0,288.0,298
M,25 A 29,HAITÍ,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,16.0,1.0,17.0,18
M,25 A 29,ITALIA,2018,6,VALPARAÍSO,16.0,6.0,1.0,7.0,23
M,25 A 29,ITALIA,2018,7,METROPOLITANA DE SANTIAGO,107.0,12.0,1.0,13.0,120
M,25 A 29,ITALIA,2019,6,VALPARAÍSO,17.0,5.0,1.0,6.0,23
M,25 A 29,ITALIA,2020,7,METROPOLITANA DE SANTIAGO,90.0,21.0,3.0,24.0,114
M,25 A 29,ITALIA,2020,11,BIOBÍO,1.0,3.0,1.0,4.0,5
M,25 A 29,ITALIA,2021,6,VALPARAÍSO,21.0,6.0,1.0,7.0,28
M,25 A 29,ITALIA,2021,7,METROPOLITANA DE SANTIAGO,82.0,27.0,1.0,28.0,110
M,25 A 29,ITALIA,2021,11,BIOBÍO,1.0,1.0,1.0,2.0,3
M,25 A 29,ITALIA,2021,14,LOS LAGOS,1.0,3.0,1.0,4.0,5
M,25 A 29,ITALIA,2022,7,METROPOLITANA DE SANTIAGO,72.0,29.0,3.0,32.0,104
M,25 A 29,ITALIA,2022,11,BIOBÍO,2.0,1.0,1.0,2.0,4
M,25 A 29,MÉXICO,2018,3,ANTOFAGASTA,6.0,2.0,1.0,3.0,9
M,25 A 29,MÉXICO,2018,4,ATACAMA,2.0,4.0,1.0,5.0,7
M,25 A 29,MÉXICO,2018,7,METROPOLITANA DE SANTIAGO,254.0,28.0,1.0,29.0,283
M,25 A 29,MÉXICO,2018,11,BIOBÍO,15.0,2.0,1.0,3.0,18
M,25 A 29,MÉXICO,2019,3,ANTOFAGASTA,5.0,4.0,1.0,5.0,10
M,25 A 29,MÉXICO,2019,4,ATACAMA,1.0,4.0,1.0,5.0,6
M,25 A 29,MÉXICO,2019,6,VALPARAÍSO,38.0,15.0,1.0,16.0,54
M,25 A 29,MÉXICO,2019,7,METROPOLITANA DE SANTIAGO,241.0,47.0,4.0,51.0,292
M,25 A 29,MÉXICO,2019,9,MAULE,9.0,4.0,2.0,6.0,15
M,25 A 29,MÉXICO,2019,11,BIOBÍO,13.0,4.0,1.0,5.0,18
M,25 A 29,MÉXICO,2019,14,LOS LAGOS,4.0,3.0,1.0,4.0,8
M,25 A 29,MÉXICO,2020,3,ANTOFAGASTA,6.0,4.0,1.0,5.0,11
M,25 A 29,MÉXICO,2020,4,ATACAMA,1.0,3.0,1.0,4.0,5
M,25 A 29,MÉXICO,2020,6,VALPARAÍSO,52.0,17.0,1.0,18.0,70
M,25 A 29,MÉXICO,2020,7,METROPOLITANA DE SANTIAGO,256.0,102.0,7.0,109.0,365
M,25 A 29,MÉXICO,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,8.0,7.0,1.0,8.0,16
M,25 A 29,MÉXICO,2020,9,MAULE,9.0,3.0,1.0,4.0,13
M,25 A 29,MÉXICO,2020,11,BIOBÍO,18.0,9.0,1.0,10.0,28
M,25 A 29,MÉXICO,2021,4,ATACAMA,1.0,5.0,2.0,7.0,8
M,25 A 29,MÉXICO,2021,6,VALPARAÍSO,57.0,35.0,2.0,37.0,94
M,25 A 29,MÉXICO,2021,7,METROPOLITANA DE SANTIAGO,282.0,116.0,13.0,129.0,411
M,25 A 29,MÉXICO,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,6.0,9.0,1.0,10.0,16
M,25 A 29,MÉXICO,2021,11,BIOBÍO,27.0,11.0,1.0,12.0,39
M,25 A 29,MÉXICO,2022,5,COQUIMBO,10.0,5.0,3.0,8.0,18
M,25 A 29,MÉXICO,2022,6,VALPARAÍSO,55.0,52.0,2.0,54.0,109
M,25 A 29,MÉXICO,2022,7,METROPOLITANA DE SANTIAGO,279.0,149.0,8.0,157.0,436
M,25 A 29,MÉXICO,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,7.0,5.0,1.0,6.0,13
M,25 A 29,MÉXICO,2022,11,BIOBÍO,28.0,21.0,1.0,22.0,50
M,25 A 29,OTRO PAÍS,2018,3,ANTOFAGASTA,54.0,3.0,1.0,4.0,58
M,25 A 29,OTRO PAÍS,2018,4,ATACAMA,14.0,4.0,1.0,5.0,19
M,25 A 29,OTRO PAÍS,2018,5,COQUIMBO,46.0,1.0,2.0,3.0,49
M,25 A 29,OTRO PAÍS,2018,6,VALPARAÍSO,284.0,13.0,5.0,18.0,302
M,25 A 29,OTRO PAÍS,2018,7,METROPOLITANA DE SANTIAGO,1187.0,153.0,14.0,167.0,1354
M,25 A 29,OTRO PAÍS,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,45.0,9.0,1.0,10.0,55
M,25 A 29,OTRO PAÍS,2018,9,MAULE,17.0,9.0,1.0,10.0,27
M,25 A 29,OTRO PAÍS,2018,12,LA ARAUCANÍA,26.0,7.0,2.0,9.0,35
M,25 A 29,OTRO PAÍS,2018,14,LOS LAGOS,33.0,9.0,1.0,10.0,43
M,25 A 29,OTRO PAÍS,2019,3,ANTOFAGASTA,44.0,10.0,3.0,13.0,57
M,25 A 29,OTRO PAÍS,2019,4,ATACAMA,10.0,5.0,1.0,6.0,16
M,25 A 29,OTRO PAÍS,2019,5,COQUIMBO,43.0,12.0,1.0,13.0,56
M,25 A 29,OTRO PAÍS,2019,6,VALPARAÍSO,272.0,34.0,4.0,38.0,310
M,25 A 29,OTRO PAÍS,2019,7,METROPOLITANA DE SANTIAGO,1122.0,247.0,16.0,263.0,1385
M,25 A 29,OTRO PAÍS,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,35.0,10.0,3.0,13.0,48
M,25 A 29,OTRO PAÍS,2019,9,MAULE,18.0,12.0,1.0,13.0,31
M,25 A 29,OTRO PAÍS,2019,11,BIOBÍO,48.0,21.0,1.0,22.0,70
M,25 A 29,OTRO PAÍS,2019,12,LA ARAUCANÍA,24.0,9.0,2.0,11.0,35
M,25 A 29,OTRO PAÍS,2020,1,ARICA Y PARINACOTA,4.0,2.0,1.0,3.0,7
M,25 A 29,OTRO PAÍS,2020,3,ANTOFAGASTA,37.0,14.0,1.0,15.0,52
M,25 A 29,OTRO PAÍS,2020,4,ATACAMA,9.0,5.0,2.0,7.0,16
M,25 A 29,OTRO PAÍS,2020,5,COQUIMBO,28.0,16.0,1.0,17.0,45
M,25 A 29,OTRO PAÍS,2020,6,VALPARAÍSO,250.0,29.0,7.0,36.0,286
M,25 A 29,OTRO PAÍS,2020,7,METROPOLITANA DE SANTIAGO,996.0,367.0,49.0,416.0,1412
M,25 A 29,OTRO PAÍS,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,27.0,20.0,3.0,23.0,50
M,25 A 29,OTRO PAÍS,2020,9,MAULE,21.0,7.0,2.0,9.0,30
M,25 A 29,OTRO PAÍS,2020,11,BIOBÍO,47.0,19.0,2.0,21.0,68
M,25 A 29,OTRO PAÍS,2020,12,LA ARAUCANÍA,21.0,15.0,3.0,18.0,39
M,25 A 29,OTRO PAÍS,2020,14,LOS LAGOS,18.0,10.0,3.0,13.0,31
M,25 A 29,OTRO PAÍS,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,10.0,6.0,2.0,8.0,18
M,25 A 29,OTRO PAÍS,2021,3,ANTOFAGASTA,26.0,16.0,1.0,17.0,43
M,25 A 29,OTRO PAÍS,2021,4,ATACAMA,7.0,9.0,1.0,10.0,17
M,25 A 29,OTRO PAÍS,2021,6,VALPARAÍSO,227.0,51.0,5.0,56.0,283
M,25 A 29,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,884.0,390.0,51.0,441.0,1325
M,25 A 29,OTRO PAÍS,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,23.0,20.0,4.0,24.0,47
M,25 A 29,OTRO PAÍS,2021,9,MAULE,20.0,10.0,1.0,11.0,31
M,25 A 29,OTRO PAÍS,2021,10,ÑUBLE,12.0,6.0,1.0,7.0,19
M,25 A 29,OTRO PAÍS,2021,11,BIOBÍO,41.0,23.0,4.0,27.0,68
M,25 A 29,OTRO PAÍS,2021,12,LA ARAUCANÍA,17.0,10.0,3.0,13.0,30
M,25 A 29,OTRO PAÍS,2021,14,LOS LAGOS,16.0,9.0,2.0,11.0,27
M,25 A 29,OTRO PAÍS,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,7.0,6.0,2.0,8.0,15
M,25 A 29,OTRO PAÍS,2022,3,ANTOFAGASTA,21.0,14.0,2.0,16.0,37
M,25 A 29,OTRO PAÍS,2022,6,VALPARAÍSO,224.0,50.0,5.0,55.0,279
M,25 A 29,OTRO PAÍS,2022,7,METROPOLITANA DE SANTIAGO,783.0,360.0,28.0,388.0,1171
M,25 A 29,OTRO PAÍS,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,19.0,14.0,1.0,15.0,34
M,25 A 29,OTRO PAÍS,2022,9,MAULE,18.0,14.0,1.0,15.0,33
M,25 A 29,OTRO PAÍS,2022,11,BIOBÍO,41.0,27.0,4.0,31.0,72
M,25 A 29,OTRO PAÍS,2022,12,LA ARAUCANÍA,15.0,9.0,2.0,11.0,26
M,25 A 29,OTRO PAÍS,2022,13,LOS RÍOS,14.0,4.0,1.0,5.0,19
M,25 A 29,OTRO PAÍS,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,7.0,4.0,1.0,5.0,12
M,25 A 29,PARAGUAY,2018,3,ANTOFAGASTA,103.0,22.0,1.0,23.0,126
M,25 A 29,PARAGUAY,2018,5,COQUIMBO,18.0,5.0,5.0,10.0,28
M,25 A 29,PARAGUAY,2018,6,VALPARAÍSO,42.0,3.0,1.0,4.0,46
M,25 A 29,PARAGUAY,2018,11,BIOBÍO,10.0,1.0,1.0,2.0,12
M,25 A 29,PARAGUAY,2019,3,ANTOFAGASTA,102.0,30.0,2.0,32.0,134
M,25 A 29,PARAGUAY,2019,4,ATACAMA,1.0,7.0,5.0,12.0,13
