SEXO,EDAD,PAIS,AÑO ESTIMACION,REGION,COMUNA,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
H,30 A 34,COLOMBIA,2022,ARICA Y PARINACOTA,ARICA,67.0,43.0,2.0,45.0,112
H,30 A 34,COLOMBIA,2022,ATACAMA,COPIAPÓ,109.0,95.0,2.0,97.0,206
H,30 A 34,COLOMBIA,2022,BIOBÍO,CONCEPCIÓN,63.0,36.0,3.0,39.0,102
H,30 A 34,COLOMBIA,2022,COQUIMBO,COQUIMBO,111.0,71.0,5.0,76.0,187
H,30 A 34,COLOMBIA,2022,COQUIMBO,LA SERENA,103.0,65.0,2.0,67.0,170
H,30 A 34,COLOMBIA,2022,LA ARAUCANÍA,TEMUCO,38.0,37.0,2.0,39.0,77
H,30 A 34,COLOMBIA,2022,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,113.0,63.0,2.0,65.0,178
H,30 A 34,COLOMBIA,2022,LOS LAGOS,PUERTO MONTT,43.0,57.0,4.0,61.0,104
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,CERRO NAVIA,73.0,47.0,1.0,48.0,121
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,253.0,194.0,5.0,199.0,452
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,585.0,183.0,2.0,185.0,770
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,LA CISTERNA,77.0,44.0,1.0,45.0,122
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,LA FLORIDA,152.0,92.0,3.0,95.0,247
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,LAS CONDES,146.0,39.0,7.0,46.0,192
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,LO PRADO,109.0,51.0,2.0,53.0,162
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,MAIPÚ,123.0,93.0,2.0,95.0,218
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,102.0,37.0,3.0,40.0,142
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,QUILICURA,92.0,51.0,1.0,52.0,144
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,213.0,142.0,5.0,147.0,360
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,RECOLETA,153.0,71.0,3.0,74.0,227
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SAN BERNARDO,37.0,39.0,1.0,40.0,77
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,89.0,43.0,2.0,45.0,134
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SAN MIGUEL,122.0,110.0,1.0,111.0,233
H,30 A 34,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,1891.0,669.0,42.0,711.0,2602
H,30 A 34,COLOMBIA,2022,TARAPACÁ,ALTO HOSPICIO,82.0,30.0,1.0,31.0,113
H,30 A 34,COLOMBIA,2022,TARAPACÁ,IQUIQUE,223.0,77.0,5.0,82.0,305
H,30 A 34,COLOMBIA,2022,VALPARAÍSO,VALPARAÍSO,61.0,48.0,4.0,52.0,113
H,30 A 34,COLOMBIA,2022,VALPARAÍSO,VIÑA DEL MAR,69.0,55.0,2.0,57.0,126
H,30 A 34,CUBA,2018,ANTOFAGASTA,ANTOFAGASTA,6.0,33.0,2.0,35.0,41
H,30 A 34,CUBA,2018,ARICA Y PARINACOTA,ARICA,4.0,74.0,2.0,76.0,80
H,30 A 34,CUBA,2018,ATACAMA,COPIAPÓ,2.0,50.0,1.0,51.0,53
H,30 A 34,CUBA,2018,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,1.0,58.0,3.0,61.0,62
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,COLINA,2.0,20.0,1.0,21.0,23
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,13.0,17.0,1.0,18.0,31
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,LA FLORIDA,7.0,20.0,2.0,22.0,29
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,LAS CONDES,21.0,11.0,4.0,15.0,36
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,5.0,16.0,1.0,17.0,22
H,30 A 34,CUBA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,107.0,133.0,7.0,140.0,247
H,30 A 34,CUBA,2018,TARAPACÁ,IQUIQUE,25.0,218.0,2.0,220.0,245
H,30 A 34,CUBA,2019,ANTOFAGASTA,ANTOFAGASTA,6.0,34.0,3.0,37.0,43
H,30 A 34,CUBA,2019,ARICA Y PARINACOTA,ARICA,5.0,84.0,1.0,85.0,90
H,30 A 34,CUBA,2019,ATACAMA,COPIAPÓ,3.0,52.0,9.0,61.0,64
H,30 A 34,CUBA,2019,COQUIMBO,COQUIMBO,1.0,3.0,1.0,4.0,5
H,30 A 34,CUBA,2019,COQUIMBO,LA SERENA,3.0,4.0,2.0,6.0,9
H,30 A 34,CUBA,2019,LA ARAUCANÍA,TEMUCO,13.0,10.0,1.0,11.0,24
H,30 A 34,CUBA,2019,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,2.0,55.0,3.0,58.0,60
H,30 A 34,CUBA,2019,LOS LAGOS,PUERTO MONTT,4.0,4.0,3.0,7.0,11
H,30 A 34,CUBA,2019,MAULE,CURICÓ,1.0,8.0,2.0,10.0,11
H,30 A 34,CUBA,2019,MAULE,TALCA,13.0,13.0,1.0,14.0,27
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,COLINA,2.0,17.0,1.0,18.0,20
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,3.0,30.0,2.0,32.0,35
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,13.0,22.0,1.0,23.0,36
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,LA CISTERNA,4.0,10.0,2.0,12.0,16
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,LA FLORIDA,13.0,26.0,1.0,27.0,40
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,LAS CONDES,22.0,15.0,1.0,16.0,38
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,MACUL,10.0,12.0,1.0,13.0,23
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,8.0,5.0,2.0,7.0,15
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,PROVIDENCIA,34.0,14.0,2.0,16.0,50
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,PUDAHUEL,6.0,5.0,1.0,6.0,12
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,PUENTE ALTO,11.0,13.0,3.0,16.0,27
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,4.0,20.0,1.0,21.0,25
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,SAN MIGUEL,13.0,19.0,1.0,20.0,33
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,113.0,173.0,8.0,181.0,294
H,30 A 34,CUBA,2019,METROPOLITANA DE SANTIAGO,ÑUÑOA,33.0,22.0,1.0,23.0,56
H,30 A 34,CUBA,2019,TARAPACÁ,ALTO HOSPICIO,1.0,33.0,2.0,35.0,36
H,30 A 34,CUBA,2019,TARAPACÁ,IQUIQUE,28.0,226.0,6.0,232.0,260
H,30 A 34,CUBA,2019,VALPARAÍSO,VALPARAÍSO,5.0,37.0,5.0,42.0,47
H,30 A 34,CUBA,2020,ANTOFAGASTA,ANTOFAGASTA,5.0,40.0,1.0,41.0,46
H,30 A 34,CUBA,2020,ANTOFAGASTA,CALAMA,2.0,15.0,1.0,16.0,18
H,30 A 34,CUBA,2020,ARICA Y PARINACOTA,ARICA,5.0,94.0,5.0,99.0,104
H,30 A 34,CUBA,2020,ATACAMA,COPIAPÓ,3.0,65.0,14.0,79.0,82
H,30 A 34,CUBA,2020,COQUIMBO,COQUIMBO,1.0,4.0,1.0,5.0,6
H,30 A 34,CUBA,2020,COQUIMBO,LA SERENA,2.0,11.0,2.0,13.0,15
H,30 A 34,CUBA,2020,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,2.0,67.0,5.0,72.0,74
H,30 A 34,CUBA,2020,LOS LAGOS,PUERTO MONTT,4.0,2.0,2.0,4.0,8
H,30 A 34,CUBA,2020,MAULE,CURICÓ,1.0,9.0,4.0,13.0,14
H,30 A 34,CUBA,2020,MAULE,TALCA,12.0,15.0,1.0,16.0,28
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,COLINA,1.0,25.0,2.0,27.0,28
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,2.0,30.0,3.0,33.0,35
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,12.0,24.0,1.0,25.0,37
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,LA CISTERNA,2.0,12.0,1.0,13.0,15
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,LA FLORIDA,12.0,36.0,2.0,38.0,50
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,11.0,7.0,1.0,8.0,19
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,PROVIDENCIA,28.0,19.0,1.0,20.0,48
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,PUDAHUEL,7.0,13.0,2.0,15.0,22
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,PUENTE ALTO,9.0,16.0,2.0,18.0,27
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,101.0,192.0,5.0,197.0,298
H,30 A 34,CUBA,2020,METROPOLITANA DE SANTIAGO,ÑUÑOA,35.0,27.0,1.0,28.0,63
H,30 A 34,CUBA,2020,TARAPACÁ,ALTO HOSPICIO,2.0,48.0,2.0,50.0,52
H,30 A 34,CUBA,2020,TARAPACÁ,IQUIQUE,27.0,259.0,12.0,271.0,298
H,30 A 34,CUBA,2020,VALPARAÍSO,VALPARAÍSO,6.0,46.0,6.0,52.0,58
H,30 A 34,CUBA,2020,VALPARAÍSO,VIÑA DEL MAR,1.0,16.0,2.0,18.0,19
H,30 A 34,CUBA,2021,ANTOFAGASTA,CALAMA,2.0,14.0,1.0,15.0,17
H,30 A 34,CUBA,2021,ARICA Y PARINACOTA,ARICA,5.0,98.0,5.0,103.0,108
H,30 A 34,CUBA,2021,ATACAMA,COPIAPÓ,3.0,62.0,11.0,73.0,76
H,30 A 34,CUBA,2021,COQUIMBO,COQUIMBO,2.0,4.0,3.0,7.0,9
H,30 A 34,CUBA,2021,LA ARAUCANÍA,TEMUCO,5.0,12.0,1.0,13.0,18
H,30 A 34,CUBA,2021,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,2.0,66.0,5.0,71.0,73
H,30 A 34,CUBA,2021,MAULE,CURICÓ,1.0,11.0,5.0,16.0,17
H,30 A 34,CUBA,2021,MAULE,TALCA,8.0,16.0,2.0,18.0,26
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,COLINA,1.0,18.0,2.0,20.0,21
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,5.0,39.0,1.0,40.0,45
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,13.0,32.0,1.0,33.0,46
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,LA CISTERNA,3.0,15.0,1.0,16.0,19
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,LA FLORIDA,15.0,30.0,1.0,31.0,46
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,6.0,11.0,1.0,12.0,18
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,24.0,18.0,1.0,19.0,43
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,PUDAHUEL,5.0,14.0,3.0,17.0,22
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,PUENTE ALTO,9.0,17.0,3.0,20.0,29
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,3.0,18.0,1.0,19.0,22
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,94.0,204.0,5.0,209.0,303
H,30 A 34,CUBA,2021,METROPOLITANA DE SANTIAGO,ÑUÑOA,34.0,22.0,1.0,23.0,57
H,30 A 34,CUBA,2021,TARAPACÁ,IQUIQUE,24.0,269.0,9.0,278.0,302
H,30 A 34,CUBA,2021,VALPARAÍSO,VALPARAÍSO,5.0,39.0,7.0,46.0,51
H,30 A 34,CUBA,2021,VALPARAÍSO,VIÑA DEL MAR,3.0,20.0,3.0,23.0,26
H,30 A 34,CUBA,2022,ANTOFAGASTA,CALAMA,2.0,10.0,1.0,11.0,13
H,30 A 34,CUBA,2022,ARICA Y PARINACOTA,ARICA,6.0,95.0,3.0,98.0,104
H,30 A 34,CUBA,2022,ATACAMA,COPIAPÓ,1.0,52.0,12.0,64.0,65
H,30 A 34,CUBA,2022,COQUIMBO,COQUIMBO,2.0,5.0,1.0,6.0,8
H,30 A 34,CUBA,2022,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,2.0,65.0,3.0,68.0,70
H,30 A 34,CUBA,2022,MAULE,CURICÓ,1.0,6.0,5.0,11.0,12
H,30 A 34,CUBA,2022,MAULE,TALCA,6.0,15.0,1.0,16.0,22
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,COLINA,1.0,12.0,4.0,16.0,17
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,11.0,24.0,2.0,26.0,37
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,LA FLORIDA,20.0,27.0,1.0,28.0,48
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,MELIPILLA,4.0,17.0,1.0,18.0,22
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,7.0,11.0,1.0,12.0,19
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,26.0,15.0,1.0,16.0,42
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,PUDAHUEL,3.0,18.0,2.0,20.0,23
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,PUENTE ALTO,8.0,18.0,3.0,21.0,29
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,3.0,16.0,1.0,17.0,20
H,30 A 34,CUBA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,80.0,182.0,5.0,187.0,267
H,30 A 34,CUBA,2022,TARAPACÁ,IQUIQUE,27.0,235.0,3.0,238.0,265
H,30 A 34,CUBA,2022,VALPARAÍSO,VALPARAÍSO,6.0,40.0,8.0,48.0,54
H,30 A 34,CUBA,2022,VALPARAÍSO,VIÑA DEL MAR,7.0,17.0,3.0,20.0,27
H,30 A 34,ECUADOR,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,310.0,66.0,3.0,69.0,379
H,30 A 34,ECUADOR,2018,TARAPACÁ,ALTO HOSPICIO,29.0,3.0,1.0,4.0,33
H,30 A 34,ECUADOR,2019,BIOBÍO,CONCEPCIÓN,20.0,1.0,1.0,2.0,22
H,30 A 34,ECUADOR,2019,COQUIMBO,COQUIMBO,26.0,9.0,1.0,10.0,36
H,30 A 34,ECUADOR,2019,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,28.0,10.0,1.0,11.0,39
H,30 A 34,ECUADOR,2019,METROPOLITANA DE SANTIAGO,RECOLETA,59.0,23.0,1.0,24.0,83
H,30 A 34,ECUADOR,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,356.0,76.0,4.0,80.0,436
H,30 A 34,ECUADOR,2019,VALPARAÍSO,VALPARAÍSO,19.0,4.0,1.0,5.0,24
H,30 A 34,ECUADOR,2019,VALPARAÍSO,VIÑA DEL MAR,30.0,9.0,1.0,10.0,40
H,30 A 34,ECUADOR,2020,METROPOLITANA DE SANTIAGO,MAIPÚ,73.0,21.0,1.0,22.0,95
H,30 A 34,ECUADOR,2020,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,31.0,16.0,1.0,17.0,48
H,30 A 34,ECUADOR,2020,METROPOLITANA DE SANTIAGO,RECOLETA,54.0,28.0,1.0,29.0,83
H,30 A 34,ECUADOR,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,371.0,87.0,9.0,96.0,467
H,30 A 34,ECUADOR,2020,VALPARAÍSO,VALPARAÍSO,23.0,7.0,1.0,8.0,31
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,COLINA,27.0,20.0,1.0,21.0,48
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,88.0,32.0,1.0,33.0,121
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,30.0,19.0,1.0,20.0,50
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,RECOLETA,51.0,29.0,1.0,30.0,81
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,380.0,114.0,4.0,118.0,498
H,30 A 34,ECUADOR,2021,METROPOLITANA DE SANTIAGO,ÑUÑOA,61.0,14.0,1.0,15.0,76
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,94.0,42.0,1.0,43.0,137
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,MACUL,26.0,5.0,1.0,6.0,32
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,31.0,24.0,1.0,25.0,56
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,RECOLETA,50.0,22.0,1.0,23.0,73
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,375.0,123.0,4.0,127.0,502
H,30 A 34,ECUADOR,2022,METROPOLITANA DE SANTIAGO,ÑUÑOA,53.0,19.0,1.0,20.0,73
H,30 A 34,ECUADOR,2022,TARAPACÁ,IQUIQUE,64.0,24.0,1.0,25.0,89
H,30 A 34,ESPAÑA,2018,METROPOLITANA DE SANTIAGO,LAS CONDES,170.0,11.0,2.0,13.0,183
H,30 A 34,ESPAÑA,2018,METROPOLITANA DE SANTIAGO,PROVIDENCIA,177.0,6.0,1.0,7.0,184
H,30 A 34,ESPAÑA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,166.0,9.0,3.0,12.0,178
H,30 A 34,ESPAÑA,2019,COQUIMBO,LA SERENA,13.0,2.0,1.0,3.0,16
H,30 A 34,ESPAÑA,2019,METROPOLITANA DE SANTIAGO,LAS CONDES,162.0,6.0,1.0,7.0,169
H,30 A 34,ESPAÑA,2019,METROPOLITANA DE SANTIAGO,PROVIDENCIA,149.0,6.0,1.0,7.0,156
H,30 A 34,ESPAÑA,2020,COQUIMBO,LA SERENA,12.0,4.0,1.0,5.0,17
H,30 A 34,ESPAÑA,2020,LOS LAGOS,PUERTO MONTT,2.0,1.0,1.0,2.0,4
H,30 A 34,ESPAÑA,2020,METROPOLITANA DE SANTIAGO,LAS CONDES,141.0,25.0,2.0,27.0,168
H,30 A 34,ESPAÑA,2020,METROPOLITANA DE SANTIAGO,PROVIDENCIA,132.0,12.0,1.0,13.0,145
H,30 A 34,ESPAÑA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,129.0,20.0,7.0,27.0,156
H,30 A 34,ESPAÑA,2020,METROPOLITANA DE SANTIAGO,VITACURA,13.0,1.0,1.0,2.0,15
H,30 A 34,ESPAÑA,2021,ANTOFAGASTA,ANTOFAGASTA,26.0,4.0,1.0,5.0,31
H,30 A 34,ESPAÑA,2021,BIOBÍO,CONCEPCIÓN,17.0,7.0,1.0,8.0,25
H,30 A 34,ESPAÑA,2021,COQUIMBO,LA SERENA,7.0,3.0,1.0,4.0,11
H,30 A 34,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,1.0,1.0,1.0,2.0,3
H,30 A 34,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,122.0,22.0,5.0,27.0,149
H,30 A 34,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,107.0,19.0,1.0,20.0,127
H,30 A 34,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,121.0,16.0,11.0,27.0,148
H,30 A 34,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,VITACURA,10.0,4.0,1.0,5.0,15
H,30 A 34,ESPAÑA,2022,ANTOFAGASTA,ANTOFAGASTA,27.0,6.0,1.0,7.0,34
H,30 A 34,ESPAÑA,2022,COQUIMBO,LA SERENA,6.0,2.0,1.0,3.0,9
H,30 A 34,ESPAÑA,2022,LOS LAGOS,PUERTO MONTT,2.0,1.0,1.0,2.0,4
H,30 A 34,ESPAÑA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,92.0,13.0,1.0,14.0,106
H,30 A 34,ESPAÑA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,105.0,15.0,7.0,22.0,127
H,30 A 34,ESTADOS UNIDOS,2018,METROPOLITANA DE SANTIAGO,PROVIDENCIA,58.0,3.0,1.0,4.0,62
H,30 A 34,ESTADOS UNIDOS,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,49.0,4.0,3.0,7.0,56
H,30 A 34,ESTADOS UNIDOS,2019,LA ARAUCANÍA,TEMUCO,5.0,3.0,1.0,4.0,9
H,30 A 34,ESTADOS UNIDOS,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,60.0,5.0,5.0,10.0,70
H,30 A 34,ESTADOS UNIDOS,2020,LA ARAUCANÍA,TEMUCO,7.0,1.0,1.0,2.0,9
H,30 A 34,ESTADOS UNIDOS,2020,MAULE,TALCA,1.0,1.0,1.0,2.0,3
H,30 A 34,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,LAS CONDES,90.0,4.0,2.0,6.0,96
H,30 A 34,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,59.0,8.0,8.0,16.0,75
H,30 A 34,ESTADOS UNIDOS,2020,VALPARAÍSO,VALPARAÍSO,11.0,1.0,1.0,2.0,13
H,30 A 34,ESTADOS UNIDOS,2021,LA ARAUCANÍA,TEMUCO,6.0,1.0,1.0,2.0,8
H,30 A 34,ESTADOS UNIDOS,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,93.0,5.0,5.0,10.0,103
H,30 A 34,ESTADOS UNIDOS,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,71.0,7.0,12.0,19.0,90
H,30 A 34,ESTADOS UNIDOS,2021,VALPARAÍSO,VALPARAÍSO,10.0,1.0,1.0,2.0,12
H,30 A 34,ESTADOS UNIDOS,2022,BIOBÍO,CONCEPCIÓN,12.0,1.0,1.0,2.0,14
H,30 A 34,ESTADOS UNIDOS,2022,METROPOLITANA DE SANTIAGO,LAS CONDES,97.0,8.0,2.0,10.0,107
H,30 A 34,ESTADOS UNIDOS,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,76.0,8.0,7.0,15.0,91
H,30 A 34,ESTADOS UNIDOS,2022,METROPOLITANA DE SANTIAGO,ÑUÑOA,34.0,1.0,1.0,2.0,36
H,30 A 34,FRANCIA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,59.0,4.0,1.0,5.0,64
H,30 A 34,FRANCIA,2019,METROPOLITANA DE SANTIAGO,LAS CONDES,47.0,6.0,1.0,7.0,54
H,30 A 34,FRANCIA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,66.0,7.0,2.0,9.0,75
H,30 A 34,FRANCIA,2020,METROPOLITANA DE SANTIAGO,LAS CONDES,43.0,9.0,2.0,11.0,54
H,30 A 34,FRANCIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,70.0,12.0,10.0,22.0,92
H,30 A 34,FRANCIA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,44.0,9.0,2.0,11.0,55
H,30 A 34,FRANCIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,78.0,9.0,9.0,18.0,96
H,30 A 34,FRANCIA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,70.0,22.0,1.0,23.0,93
H,30 A 34,FRANCIA,2022,METROPOLITANA DE SANTIAGO,RECOLETA,6.0,1.0,1.0,2.0,8
H,30 A 34,FRANCIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,72.0,9.0,11.0,20.0,92
H,30 A 34,FRANCIA,2022,METROPOLITANA DE SANTIAGO,ÑUÑOA,15.0,5.0,1.0,6.0,21
H,30 A 34,HAITÍ,2018,BIOBÍO,CONCEPCIÓN,6.0,118.0,1.0,119.0,125
H,30 A 34,HAITÍ,2018,LA ARAUCANÍA,TEMUCO,18.0,317.0,1.0,318.0,336
H,30 A 34,HAITÍ,2018,METROPOLITANA DE SANTIAGO,MAIPÚ,243.0,120.0,1.0,121.0,364
H,30 A 34,HAITÍ,2018,METROPOLITANA DE SANTIAGO,SAN BERNARDO,627.0,389.0,1.0,390.0,1017
H,30 A 34,HAITÍ,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,829.0,408.0,1.0,409.0,1238
H,30 A 34,HAITÍ,2018,VALPARAÍSO,VALPARAÍSO,34.0,181.0,1.0,182.0,216
H,30 A 34,HAITÍ,2019,BIOBÍO,CONCEPCIÓN,5.0,152.0,1.0,153.0,158
H,30 A 34,HAITÍ,2019,LA ARAUCANÍA,TEMUCO,23.0,359.0,1.0,360.0,383
H,30 A 34,HAITÍ,2019,MAULE,CURICÓ,122.0,738.0,3.0,741.0,863
H,30 A 34,HAITÍ,2019,METROPOLITANA DE SANTIAGO,LO PRADO,185.0,76.0,1.0,77.0,262
H,30 A 34,HAITÍ,2019,METROPOLITANA DE SANTIAGO,MAIPÚ,272.0,150.0,1.0,151.0,423
H,30 A 34,HAITÍ,2019,METROPOLITANA DE SANTIAGO,PUENTE ALTO,79.0,105.0,1.0,106.0,185
H,30 A 34,HAITÍ,2019,METROPOLITANA DE SANTIAGO,SAN BERNARDO,644.0,441.0,1.0,442.0,1086
H,30 A 34,HAITÍ,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,847.0,407.0,1.0,408.0,1255
H,30 A 34,HAITÍ,2019,VALPARAÍSO,VIÑA DEL MAR,25.0,128.0,1.0,129.0,154
H,30 A 34,HAITÍ,2020,BIOBÍO,CONCEPCIÓN,5.0,162.0,2.0,164.0,169
H,30 A 34,HAITÍ,2020,LA ARAUCANÍA,TEMUCO,23.0,329.0,1.0,330.0,353
H,30 A 34,HAITÍ,2020,LOS LAGOS,PUERTO MONTT,13.0,332.0,1.0,333.0,346
H,30 A 34,HAITÍ,2020,MAULE,CURICÓ,113.0,709.0,5.0,714.0,827
