SEXO,EDAD,PAIS,AÑO ESTIMACION,REGION,COMUNA,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
H,00 A 04,ARGENTINA,2020,LOS LAGOS,PUERTO MONTT,2.0,4.0,1.0,5.0,7
H,00 A 04,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,CONCHALÍ,1.0,2.0,1.0,3.0,4
H,00 A 04,ARGENTINA,2020,TARAPACÁ,IQUIQUE,2.0,2.0,1.0,3.0,5
H,00 A 04,ARGENTINA,2021,ANTOFAGASTA,ANTOFAGASTA,2.0,2.0,2.0,4.0,6
H,00 A 04,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,CONCHALÍ,1.0,2.0,1.0,3.0,4
H,00 A 04,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,4.0,9.0,2.0,11.0,15
H,00 A 04,ARGENTINA,2021,TARAPACÁ,IQUIQUE,1.0,1.0,1.0,2.0,3
H,00 A 04,BOLIVIA,2018,ANTOFAGASTA,CALAMA,133.0,130.0,3.0,133.0,266
H,00 A 04,BOLIVIA,2018,TARAPACÁ,IQUIQUE,139.0,128.0,1.0,129.0,268
H,00 A 04,BOLIVIA,2019,ANTOFAGASTA,CALAMA,82.0,141.0,1.0,142.0,224
H,00 A 04,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,10.0,13.0,1.0,14.0,24
H,00 A 04,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,MELIPILLA,1.0,16.0,1.0,17.0,18
H,00 A 04,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,3.0,7.0,2.0,9.0,12
H,00 A 04,COLOMBIA,2018,BIOBÍO,CONCEPCIÓN,2.0,1.0,1.0,2.0,4
H,00 A 04,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,SAN BERNARDO,1.0,4.0,1.0,5.0,6
H,00 A 04,COLOMBIA,2019,BIOBÍO,CONCEPCIÓN,1.0,2.0,1.0,3.0,4
H,00 A 04,COLOMBIA,2019,METROPOLITANA DE SANTIAGO,SAN BERNARDO,1.0,5.0,1.0,6.0,7
H,00 A 04,COLOMBIA,2020,METROPOLITANA DE SANTIAGO,SAN BERNARDO,1.0,6.0,1.0,7.0,8
H,00 A 04,COLOMBIA,2021,MAULE,CURICÓ,1.0,2.0,1.0,3.0,4
H,00 A 04,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,3.0,4.0,1.0,5.0,8
H,00 A 04,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,6.0,56.0,4.0,60.0,66
H,00 A 04,ESPAÑA,2020,METROPOLITANA DE SANTIAGO,LAS CONDES,8.0,7.0,2.0,9.0,17
H,00 A 04,ESPAÑA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,2.0,5.0,1.0,6.0,8
H,00 A 04,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,4.0,7.0,1.0,8.0,12
H,00 A 04,ESTADOS UNIDOS,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,6.0,2.0,2.0,4.0,10
H,00 A 04,OTRO PAÍS,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,23.0,18.0,3.0,21.0,44
H,00 A 04,OTRO PAÍS,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,19.0,15.0,3.0,18.0,37
H,00 A 04,OTRO PAÍS,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,8.0,10.0,8.0,18.0,26
H,00 A 04,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,LA FLORIDA,2.0,1.0,1.0,2.0,4
H,00 A 04,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,2.0,19.0,1.0,20.0,22
H,00 A 04,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,1.0,13.0,6.0,19.0,20
H,00 A 04,PERÚ,2018,ANTOFAGASTA,CALAMA,21.0,8.0,1.0,9.0,30
H,00 A 04,PERÚ,2019,ANTOFAGASTA,CALAMA,16.0,7.0,2.0,9.0,25
H,00 A 04,PERÚ,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,70.0,80.0,5.0,85.0,155
H,00 A 04,PERÚ,2021,COQUIMBO,COQUIMBO,1.0,2.0,1.0,3.0,4
H,00 A 04,PERÚ,2021,METROPOLITANA DE SANTIAGO,LO PRADO,2.0,13.0,1.0,14.0,16
H,00 A 04,PERÚ,2021,METROPOLITANA DE SANTIAGO,RECOLETA,12.0,35.0,1.0,36.0,48
H,00 A 04,PERÚ,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,24.0,74.0,9.0,83.0,107
H,00 A 04,VENEZUELA,2018,ANTOFAGASTA,ANTOFAGASTA,20.0,58.0,1.0,59.0,79
H,00 A 04,VENEZUELA,2018,COQUIMBO,COQUIMBO,2.0,25.0,1.0,26.0,28
H,00 A 04,VENEZUELA,2019,ANTOFAGASTA,ANTOFAGASTA,15.0,95.0,1.0,96.0,111
H,00 A 04,VENEZUELA,2019,COQUIMBO,COQUIMBO,1.0,35.0,1.0,36.0,37
H,00 A 04,VENEZUELA,2019,LOS LAGOS,PUERTO MONTT,3.0,64.0,1.0,65.0,68
H,00 A 04,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,461.0,1119.0,1.0,1120.0,1581
H,00 A 04,VENEZUELA,2020,ANTOFAGASTA,ANTOFAGASTA,7.0,77.0,1.0,78.0,85
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,51.0,228.0,1.0,229.0,280
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,LA CISTERNA,9.0,76.0,1.0,77.0,86
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,LA FLORIDA,14.0,112.0,1.0,113.0,127
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,PROVIDENCIA,3.0,21.0,1.0,22.0,25
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,7.0,47.0,1.0,48.0,55
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,SAN MIGUEL,18.0,175.0,1.0,176.0,194
H,00 A 04,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,208.0,871.0,2.0,873.0,1081
H,00 A 04,VENEZUELA,2021,ANTOFAGASTA,ANTOFAGASTA,3.0,51.0,1.0,52.0,55
H,00 A 04,VENEZUELA,2021,LOS LAGOS,PUERTO MONTT,1.0,38.0,12.0,50.0,51
H,00 A 04,VENEZUELA,2021,MAULE,TALCA,2.0,43.0,3.0,46.0,48
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,4.0,167.0,4.0,171.0,175
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,5.0,101.0,4.0,105.0,110
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,LA CISTERNA,1.0,35.0,5.0,40.0,41
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,LA FLORIDA,2.0,62.0,1.0,63.0,65
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,1.0,9.0,1.0,10.0,11
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PUENTE ALTO,1.0,35.0,4.0,39.0,40
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,RECOLETA,2.0,19.0,1.0,20.0,22
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,1.0,30.0,2.0,32.0,33
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,SAN MIGUEL,3.0,112.0,2.0,114.0,117
H,00 A 04,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,43.0,403.0,12.0,415.0,458
H,05 A 09,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,24.0,8.0,1.0,9.0,33
H,05 A 09,ARGENTINA,2020,TARAPACÁ,IQUIQUE,7.0,6.0,1.0,7.0,14
H,05 A 09,ARGENTINA,2021,LOS LAGOS,PUERTO MONTT,12.0,2.0,1.0,3.0,15
H,05 A 09,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,24.0,7.0,2.0,9.0,33
H,05 A 09,ARGENTINA,2021,TARAPACÁ,IQUIQUE,7.0,5.0,1.0,6.0,13
H,05 A 09,ARGENTINA,2022,COQUIMBO,LA SERENA,3.0,5.0,1.0,6.0,9
H,05 A 09,ARGENTINA,2022,LOS LAGOS,PUERTO MONTT,8.0,4.0,1.0,5.0,13
H,05 A 09,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,23.0,20.0,2.0,22.0,45
H,05 A 09,ARGENTINA,2022,TARAPACÁ,IQUIQUE,6.0,5.0,1.0,6.0,12
H,05 A 09,BOLIVIA,2020,ANTOFAGASTA,CALAMA,292.0,220.0,1.0,221.0,513
H,05 A 09,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,31.0,30.0,3.0,33.0,64
H,05 A 09,BOLIVIA,2021,ANTOFAGASTA,CALAMA,236.0,301.0,1.0,302.0,538
H,05 A 09,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,33.0,37.0,1.0,38.0,71
H,05 A 09,BOLIVIA,2022,ANTOFAGASTA,CALAMA,177.0,328.0,1.0,329.0,506
H,05 A 09,BOLIVIA,2022,ARICA Y PARINACOTA,ARICA,98.0,175.0,1.0,176.0,274
H,05 A 09,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,27.0,41.0,1.0,42.0,69
H,05 A 09,BRASIL,2022,TARAPACÁ,IQUIQUE,9.0,3.0,1.0,4.0,13
H,05 A 09,COLOMBIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,238.0,122.0,2.0,124.0,362
H,05 A 09,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,LA FLORIDA,36.0,28.0,1.0,29.0,65
H,05 A 09,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,15.0,9.0,1.0,10.0,25
H,05 A 09,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,14.0,15.0,1.0,16.0,30
H,05 A 09,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,212.0,138.0,4.0,142.0,354
H,05 A 09,COLOMBIA,2022,BIOBÍO,CONCEPCIÓN,2.0,10.0,1.0,11.0,13
H,05 A 09,COLOMBIA,2022,COQUIMBO,LA SERENA,21.0,31.0,1.0,32.0,53
H,05 A 09,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,26.0,52.0,1.0,53.0,79
H,05 A 09,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,11.0,7.0,1.0,8.0,19
H,05 A 09,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,10.0,19.0,1.0,20.0,30
H,05 A 09,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,154.0,142.0,2.0,144.0,298
H,05 A 09,CUBA,2018,METROPOLITANA DE SANTIAGO,ÑUÑOA,9.0,3.0,1.0,4.0,13
H,05 A 09,CUBA,2019,METROPOLITANA DE SANTIAGO,QUILICURA,4.0,2.0,1.0,3.0,7
H,05 A 09,CUBA,2020,METROPOLITANA DE SANTIAGO,QUILICURA,3.0,1.0,1.0,2.0,5
H,05 A 09,ECUADOR,2018,MAULE,CURICÓ,1.0,1.0,1.0,2.0,3
H,05 A 09,ECUADOR,2019,MAULE,CURICÓ,2.0,2.0,1.0,3.0,5
H,05 A 09,ECUADOR,2019,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,4.0,5.0,1.0,6.0,10
H,05 A 09,ECUADOR,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,33.0,33.0,1.0,34.0,67
H,05 A 09,ECUADOR,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,41.0,41.0,1.0,42.0,83
H,05 A 09,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,10.0,5.0,1.0,6.0,16
H,05 A 09,ESTADOS UNIDOS,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,15.0,6.0,1.0,7.0,22
H,05 A 09,ESTADOS UNIDOS,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,9.0,5.0,1.0,6.0,15
H,05 A 09,HAITÍ,2022,COQUIMBO,COQUIMBO,3.0,14.0,1.0,15.0,18
H,05 A 09,HAITÍ,2022,MAULE,CURICÓ,1.0,35.0,1.0,36.0,37
H,05 A 09,MÉXICO,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,9.0,4.0,1.0,5.0,14
H,05 A 09,OTRO PAÍS,2021,LOS LAGOS,PUERTO MONTT,4.0,1.0,1.0,2.0,6
H,05 A 09,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,5.0,3.0,1.0,4.0,9
H,05 A 09,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,30.0,24.0,3.0,27.0,57
H,05 A 09,OTRO PAÍS,2022,LOS LAGOS,PUERTO MONTT,5.0,1.0,1.0,2.0,7
H,05 A 09,OTRO PAÍS,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,25.0,27.0,3.0,30.0,55
H,05 A 09,PERÚ,2020,ANTOFAGASTA,CALAMA,28.0,18.0,1.0,19.0,47
H,05 A 09,PERÚ,2020,ARICA Y PARINACOTA,ARICA,131.0,98.0,1.0,99.0,230
H,05 A 09,PERÚ,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,430.0,159.0,4.0,163.0,593
H,05 A 09,PERÚ,2021,ANTOFAGASTA,CALAMA,33.0,23.0,1.0,24.0,57
H,05 A 09,PERÚ,2021,ARICA Y PARINACOTA,ARICA,113.0,133.0,1.0,134.0,247
H,05 A 09,PERÚ,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,368.0,189.0,2.0,191.0,559
H,05 A 09,PERÚ,2022,ANTOFAGASTA,CALAMA,31.0,23.0,1.0,24.0,55
H,05 A 09,PERÚ,2022,METROPOLITANA DE SANTIAGO,LA CISTERNA,19.0,14.0,1.0,15.0,34
H,05 A 09,PERÚ,2022,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,50.0,44.0,1.0,45.0,95
H,05 A 09,PERÚ,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,304.0,203.0,2.0,205.0,509
H,05 A 09,VENEZUELA,2018,LOS LAGOS,PUERTO MONTT,8.0,61.0,1.0,62.0,70
H,05 A 09,VENEZUELA,2019,LOS LAGOS,PUERTO MONTT,11.0,122.0,1.0,123.0,134
H,05 A 09,VENEZUELA,2020,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,51.0,213.0,1.0,214.0,265
H,05 A 09,VENEZUELA,2020,LOS LAGOS,PUERTO MONTT,10.0,170.0,1.0,171.0,181
H,05 A 09,VENEZUELA,2020,MAULE,TALCA,50.0,176.0,1.0,177.0,227
H,05 A 09,VENEZUELA,2021,BIOBÍO,CONCEPCIÓN,20.0,240.0,1.0,241.0,261
H,05 A 09,VENEZUELA,2021,COQUIMBO,COQUIMBO,3.0,70.0,1.0,71.0,74
H,05 A 09,VENEZUELA,2021,LOS LAGOS,PUERTO MONTT,10.0,210.0,1.0,211.0,221
H,05 A 09,VENEZUELA,2021,MAULE,CURICÓ,23.0,118.0,7.0,125.0,148
H,05 A 09,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,25.0,46.0,1.0,47.0,72
H,05 A 09,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,919.0,2104.0,1.0,2105.0,3024
H,05 A 09,VENEZUELA,2022,ANTOFAGASTA,ANTOFAGASTA,31.0,230.0,1.0,231.0,262
H,05 A 09,VENEZUELA,2022,COQUIMBO,COQUIMBO,3.0,91.0,1.0,92.0,95
H,05 A 09,VENEZUELA,2022,MAULE,CURICÓ,18.0,120.0,7.0,127.0,145
H,05 A 09,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,830.0,2090.0,1.0,2091.0,2921
H,10 A 14,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,41.0,18.0,1.0,19.0,60
H,10 A 14,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,40.0,34.0,1.0,35.0,75
H,10 A 14,BRASIL,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,6.0,1.0,1.0,2.0,8
H,10 A 14,BRASIL,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,6.0,3.0,1.0,4.0,10
H,10 A 14,BRASIL,2022,METROPOLITANA DE SANTIAGO,LAS CONDES,48.0,23.0,1.0,24.0,72
H,10 A 14,BRASIL,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,7.0,3.0,1.0,4.0,11
H,10 A 14,BRASIL,2022,TARAPACÁ,IQUIQUE,4.0,1.0,1.0,2.0,6
H,10 A 14,COLOMBIA,2020,ARICA Y PARINACOTA,ARICA,15.0,11.0,1.0,12.0,27
H,10 A 14,COLOMBIA,2020,METROPOLITANA DE SANTIAGO,LA FLORIDA,47.0,36.0,1.0,37.0,84
H,10 A 14,COLOMBIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,327.0,140.0,3.0,143.0,470
H,10 A 14,COLOMBIA,2021,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,31.0,16.0,1.0,17.0,48
H,10 A 14,COLOMBIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,305.0,163.0,5.0,168.0,473
H,10 A 14,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,46.0,62.0,1.0,63.0,109
H,10 A 14,COLOMBIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,310.0,195.0,3.0,198.0,508
H,10 A 14,CUBA,2018,METROPOLITANA DE SANTIAGO,SAN MIGUEL,2.0,1.0,1.0,2.0,4
H,10 A 14,CUBA,2019,METROPOLITANA DE SANTIAGO,PROVIDENCIA,3.0,1.0,1.0,2.0,5
H,10 A 14,CUBA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,8.0,7.0,1.0,8.0,16
H,10 A 14,CUBA,2019,METROPOLITANA DE SANTIAGO,ÑUÑOA,6.0,6.0,1.0,7.0,13
H,10 A 14,CUBA,2020,METROPOLITANA DE SANTIAGO,PROVIDENCIA,3.0,1.0,1.0,2.0,5
H,10 A 14,CUBA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,7.0,12.0,1.0,13.0,20
H,10 A 14,CUBA,2020,METROPOLITANA DE SANTIAGO,ÑUÑOA,7.0,6.0,1.0,7.0,14
H,10 A 14,CUBA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,1.0,1.0,1.0,2.0,3
H,10 A 14,CUBA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,10.0,11.0,1.0,12.0,22
H,10 A 14,CUBA,2021,METROPOLITANA DE SANTIAGO,ÑUÑOA,10.0,5.0,1.0,6.0,16
H,10 A 14,CUBA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,11.0,8.0,1.0,9.0,20
H,10 A 14,CUBA,2022,METROPOLITANA DE SANTIAGO,ÑUÑOA,9.0,3.0,1.0,4.0,13
H,10 A 14,ECUADOR,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,66.0,28.0,1.0,29.0,95
H,10 A 14,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,14.0,1.0,1.0,2.0,16
H,10 A 14,ESTADOS UNIDOS,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,15.0,4.0,2.0,6.0,21
H,10 A 14,ESTADOS UNIDOS,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,14.0,4.0,2.0,6.0,20
H,10 A 14,ITALIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,5.0,1.0,1.0,2.0,7
H,10 A 14,ITALIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,3.0,1.0,1.0,2.0,5
H,10 A 14,MÉXICO,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,19.0,4.0,1.0,5.0,24
H,10 A 14,MÉXICO,2022,METROPOLITANA DE SANTIAGO,LAS CONDES,21.0,3.0,1.0,4.0,25
H,10 A 14,OTRO PAÍS,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,4.0,2.0,1.0,3.0,7
H,10 A 14,PERÚ,2020,ARICA Y PARINACOTA,ARICA,148.0,61.0,1.0,62.0,210
H,10 A 14,PERÚ,2020,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,249.0,61.0,1.0,62.0,311
H,10 A 14,PERÚ,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,626.0,149.0,6.0,155.0,781
H,10 A 14,PERÚ,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,608.0,168.0,3.0,171.0,779
H,10 A 14,PERÚ,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,554.0,190.0,1.0,191.0,745
H,10 A 14,R. DOMINICANA,2019,METROPOLITANA DE SANTIAGO,COLINA,11.0,7.0,1.0,8.0,19
H,10 A 14,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,65.0,488.0,2.0,490.0,555
H,10 A 14,VENEZUELA,2021,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,33.0,213.0,1.0,214.0,247
H,10 A 14,VENEZUELA,2021,MAULE,CURICÓ,21.0,108.0,3.0,111.0,132
H,10 A 14,VENEZUELA,2021,MAULE,TALCA,42.0,153.0,1.0,154.0,196
H,10 A 14,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,88.0,568.0,1.0,569.0,657
H,10 A 14,VENEZUELA,2022,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,35.0,258.0,1.0,259.0,294
H,10 A 14,VENEZUELA,2022,LOS LAGOS,PUERTO MONTT,5.0,197.0,2.0,199.0,204
H,10 A 14,VENEZUELA,2022,MAULE,CURICÓ,17.0,122.0,2.0,124.0,141
H,10 A 14,VENEZUELA,2022,MAULE,TALCA,43.0,206.0,1.0,207.0,250
H,10 A 14,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,94.0,652.0,1.0,653.0,747
H,10 A 14,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,LA FLORIDA,61.0,322.0,1.0,323.0,384
H,15 A 19,ARGENTINA,2018,METROPOLITANA DE SANTIAGO,SAN BERNARDO,28.0,1.0,1.0,2.0,30
H,15 A 19,ARGENTINA,2018,VALPARAÍSO,VIÑA DEL MAR,49.0,4.0,1.0,5.0,54
H,15 A 19,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,32.0,7.0,1.0,8.0,40
H,15 A 19,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,32.0,9.0,1.0,10.0,42
H,15 A 19,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,LAS CONDES,75.0,11.0,1.0,12.0,87
H,15 A 19,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,23.0,4.0,1.0,5.0,28
H,15 A 19,BOLIVIA,2018,ANTOFAGASTA,CALAMA,379.0,137.0,1.0,138.0,517
H,15 A 19,BOLIVIA,2018,COQUIMBO,COQUIMBO,7.0,8.0,1.0,9.0,16
H,15 A 19,BOLIVIA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,45.0,15.0,1.0,16.0,61
H,15 A 19,BOLIVIA,2018,VALPARAÍSO,VIÑA DEL MAR,4.0,2.0,1.0,3.0,7
H,15 A 19,BOLIVIA,2019,ANTOFAGASTA,CALAMA,385.0,156.0,1.0,157.0,542
H,15 A 19,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,30.0,15.0,1.0,16.0,46
H,15 A 19,BOLIVIA,2020,ANTOFAGASTA,CALAMA,381.0,167.0,1.0,168.0,549
H,15 A 19,BOLIVIA,2020,ATACAMA,COPIAPÓ,80.0,67.0,1.0,68.0,148
H,15 A 19,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,32.0,16.0,12.0,28.0,60
H,15 A 19,BOLIVIA,2020,TARAPACÁ,IQUIQUE,303.0,160.0,1.0,161.0,464
H,15 A 19,BOLIVIA,2021,ANTOFAGASTA,CALAMA,377.0,235.0,1.0,236.0,613
H,15 A 19,BOLIVIA,2021,ATACAMA,COPIAPÓ,80.0,61.0,2.0,63.0,143
H,15 A 19,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,MELIPILLA,9.0,29.0,3.0,32.0,41
H,15 A 19,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,37.0,17.0,4.0,21.0,58
H,15 A 19,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,COLINA,22.0,21.0,1.0,22.0,44
H,15 A 19,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,MELIPILLA,11.0,31.0,2.0,33.0,44
H,15 A 19,BRASIL,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,14.0,3.0,1.0,4.0,18
H,15 A 19,BRASIL,2020,METROPOLITANA DE SANTIAGO,RECOLETA,1.0,1.0,1.0,2.0,3
H,15 A 19,BRASIL,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,15.0,3.0,1.0,4.0,19
H,15 A 19,CHINA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,28.0,10.0,4.0,14.0,42
H,15 A 19,CHINA,2022,METROPOLITANA DE SANTIAGO,MAIPÚ,4.0,4.0,1.0,5.0,9
H,15 A 19,COLOMBIA,2018,COQUIMBO,COQUIMBO,45.0,13.0,1.0,14.0,59
H,15 A 19,COLOMBIA,2018,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,30.0,7.0,1.0,8.0,38
H,15 A 19,COLOMBIA,2018,LOS LAGOS,PUERTO MONTT,21.0,9.0,1.0,10.0,31
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,CONCHALÍ,24.0,10.0,1.0,11.0,35
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,MACUL,28.0,14.0,1.0,15.0,43
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,PROVIDENCIA,25.0,6.0,1.0,7.0,32
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,68.0,36.0,1.0,37.0,105
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,RECOLETA,44.0,19.0,1.0,20.0,64
H,15 A 19,COLOMBIA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,442.0,149.0,4.0,153.0,595
H,15 A 19,COLOMBIA,2018,TARAPACÁ,IQUIQUE,96.0,31.0,1.0,32.0,128
H,15 A 19,COLOMBIA,2019,ANTOFAGASTA,ANTOFAGASTA,539.0,309.0,1.0,310.0,849
H,15 A 19,COLOMBIA,2019,ANTOFAGASTA,CALAMA,76.0,42.0,1.0,43.0,119
H,15 A 19,COLOMBIA,2019,ATACAMA,COPIAPÓ,54.0,35.0,1.0,36.0,90
H,15 A 19,COLOMBIA,2019,COQUIMBO,COQUIMBO,42.0,19.0,2.0,21.0,63
